timestamp,accx,accy,accz,gyrox,gyroy,gyroz,heart_rate,shoulder,activity
219.0,0.05385173889728971,0.07583575791837216,1.0934469931671844,0.53388646199448,-0.8523827837733388,-0.1684661436285728,95.24788678378891,2.0,6.0
220.0,0.05645886920631118,0.0710154334690688,1.0985521639187217,0.5133247978900369,-0.8554761375812621,-0.1653727942909978,95.23983211607766,2.0,6.0
221.0,0.05845794276469287,0.0641822349878176,1.1018960668799131,0.492763133785594,-0.8585694913891855,-0.1622794449534227,95.2317774483664,2.0,6.0
222.0,0.060457016323074576,0.0573490365065664,1.1052399698411046,0.4722014696811511,-0.8616628451971088,-0.1591860956158478,95.22372278065517,2.0,6.0
223.0,0.062456089881461944,0.05051583802529578,1.108583872802305,0.4483743426462688,-0.8654832275321354,-0.1566472590049115,95.2156681129439,2.0,6.0
224.0,0.06445516343984366,0.04368263954404457,1.1119277757634962,0.3795928284785457,-0.8793123121669036,-0.1617421841700833,95.20761344523264,2.0,6.0
225.0,0.06645423699822536,0.03684944106279336,1.1152716787246877,0.3108113143108225,-0.8931413968016718,-0.166837109335255,95.1995587775214,2.0,6.0
226.0,0.06845331055661273,0.030016242581522752,1.1186155816858887,0.242029800142904,-0.9069704814364796,-0.1719320345004412,95.19150410981013,2.0,6.0
227.0,0.06866595496681302,0.025202487754095972,1.1226844076332896,0.2442765503143832,-0.9265025673059556,-0.1759900520579982,95.18344944209888,2.0,6.0
228.0,0.06815710030177664,0.02120433917911496,1.1270460128157427,0.275210035345483,-0.9483379707483186,-0.1796292860643997,95.1753947743876,2.0,6.0
229.0,0.06764824563673882,0.01720619060412259,1.1314076179982084,0.3061435203766708,-0.9701733741907436,-0.1832685200708116,95.16734010667636,2.0,6.0
230.0,0.0650119245490093,0.015854402837686903,1.1320072419968605,0.3495460667645171,-0.9991525057679936,-0.184569805287144,95.1592854389651,2.0,6.0
231.0,0.058542193611862345,0.019271002078312494,1.125828279650985,0.4154161896740031,-1.0410036686784168,-0.1816584187972784,95.15123077125384,2.0,6.0
232.0,0.05207246267469702,0.022687601318947807,1.1196493173050917,0.4812863125836762,-1.0828548315889592,-0.1787470323074046,95.14317610354256,2.0,6.0
233.0,0.04560926154641606,0.02609364250181858,1.113466327816056,0.5471003089310486,-1.1246820130538415,-0.1758454541878686,95.13512143583132,2.0,6.0
234.0,0.043501147214426925,0.02245896244308691,1.104597733155514,0.5754863295914231,-1.150520569343491,-0.1794846881942702,95.12706676812007,2.0,6.0
235.0,0.041393032882437786,0.018824282384355226,1.0957291384949719,0.6038723502517976,-1.1763591256331405,-0.1831239222006717,95.1190121004088,2.0,6.0
236.0,0.03928491855044266,0.015189602325613219,1.0868605438344048,0.6322583709122529,-1.2021976819228632,-0.1867631562070836,95.11095743269752,2.0,6.0
237.0,0.03654275559444266,0.010192891147775607,1.082500725250651,0.619967401891306,-1.215339394251156,-0.1807621801388435,95.10290276498628,2.0,6.0
238.0,0.0334532773379399,0.004450095784909715,1.0806106905215866,0.5853946742111311,-1.2215261197483964,-0.1694805562985217,95.09484809727503,2.0,6.0
