timestamp,accx,accy,accz,gyrox,gyroy,gyroz,heart_rate,shoulder,activity
1600.0,0.35805322172244824,-1.7743459718687444,0.03409935704327256,1.2832106452942729,0.3675407402133545,-4.14584529096994,86.5420439692524,1.0,9.0
1601.0,0.2931070247415886,-1.7311725036707757,0.017351055077420702,1.378114491110694,0.3221744484449109,-4.343716266429504,86.52384407482414,1.0,9.0
1602.0,0.24050067270631278,-1.6946693362620326,0.013442857615074383,1.4264973145184552,0.1686494261109501,-4.4730942243638045,86.5056441803959,1.0,9.0
1603.0,0.2013076207934368,-1.6580681788983673,0.047733122799102704,1.4479501873774128,0.0146283480313014,-4.555604691565072,86.48744428596761,1.0,9.0
1604.0,0.16661615212264272,-1.621769599161308,0.1022520608409741,1.3922585569762571,-0.1703564570895567,-4.624132367758691,86.46924439153939,1.0,9.0
1605.0,0.12139574303657114,-1.587900830875679,0.14151752140065504,1.172633202928316,-0.3753759858558896,-4.670832798477148,86.45104449711116,1.0,9.0
1606.0,0.08700697368997723,-1.4951804976070477,0.11841383364588952,0.9173428021060032,-0.5004130918033389,-4.649390190475943,86.43284460268286,1.0,9.0
1607.0,0.07812402700695009,-1.3828278302965813,0.09255765795142601,0.9025732461373016,-0.4809565226571921,-4.58021573386987,86.41464470825463,1.0,9.0
1608.0,0.08836799993838049,-1.2742366050731349,0.07836421796292112,1.0500545798727288,-0.3537999925835224,-4.461448067629758,86.39644481382638,1.0,9.0
1609.0,0.11194017594175441,-1.1870302383708182,0.083893794891093,1.0845034567913887,-0.2423669210046622,-4.308240579547905,86.37824491939811,1.0,9.0
1610.0,0.14971690520270808,-1.1131516458204345,0.07942758398237257,0.9620143353740296,-0.1574004308115712,-4.10505626678543,86.36004502496989,1.0,9.0
1611.0,0.17631401674284347,-1.012111432363681,0.06551993917398909,0.8768896659896847,0.0147135369590347,-3.859901208446128,86.34184513054163,1.0,9.0
1612.0,0.19622668835487256,-0.8846471190882502,0.03788040760738168,0.8750615569307248,0.1348387837872837,-3.6456339447642105,86.32364523611335,1.0,9.0
1613.0,0.21813890765070254,-0.7405346946150335,0.00485802188042525,0.776314918330279,0.217246428704849,-3.396563368117395,86.3054453416851,1.0,9.0
1614.0,0.26968646850289313,-0.6145502616286388,0.009510328090066892,0.6291817826158689,0.3284761323653754,-3.1027853416384787,86.28724544725688,1.0,9.0
1615.0,0.3141813755948288,-0.529000961652007,0.03641763319760771,0.5495691558722601,0.4659344453377002,-2.8131884547471713,86.26904555282864,1.0,9.0
1616.0,0.35236955409649673,-0.4481736869732663,0.046639986823233025,0.5524980945393624,0.4733451818328458,-2.563657454057044,86.25084565840035,1.0,9.0
1617.0,0.3865486292552278,-0.36445626976652223,0.04090330341481987,0.5747065018613159,0.4299606124177901,-2.314548818090519,86.23264576397212,1.0,9.0
1618.0,0.42190615605964626,-0.2795982241011034,0.04257813305242164,0.6104802766734914,0.4101519317673448,-2.0641970254935584,86.21444586954387,1.0,9.0
1619.0,0.4530835790795143,-0.2036228996043001,0.056096622380803665,0.6674882393198524,0.3598338904576915,-1.7925314055746648,86.19624597511559,1.0,9.0
1620.0,0.4681516868220603,-0.1333748038585845,0.07391613697783286,0.7035479955458848,0.2531974067305677,-1.50995202725864,86.17804608068734,1.0,9.0
1621.0,0.46788218190733655,-0.07017504770668012,0.09248198868390255,0.5916032574836966,0.1378172194170563,-1.246253273337452,86.1598461862591,1.0,9.0
1622.0,0.4548882111240456,-0.01567081959611953,0.10812133238904972,0.2200230729462089,0.0228367421973639,-0.9907881539234814,86.14164629183081,1.0,9.0
1623.0,0.45052169612290227,0.033310340481194405,0.1257773320422345,-0.1441142981187085,-0.0236953883794395,-0.6690101178855693,86.12344639740259,1.0,9.0
1624.0,0.4483579804375977,0.09524146461906856,0.14973797719263057,-0.1712124471163648,0.0288181202637205,-0.3522143741239083,86.10524650297435,1.0,9.0
1625.0,0.4404460422396905,0.16185483227032138,0.17753051161215877,0.0140711288626571,0.0803822252255832,-0.0811499762891213,86.08704660854606,1.0,9.0
1626.0,0.4231348028580257,0.22681078007273703,0.20547269227844736,0.0900777747301444,0.0922013759006326,0.1761309799880039,86.06884671411783,1.0,9.0
1627.0,0.40750307172555594,0.2815218915322152,0.21645212886701645,0.0062263914748766,0.0842866899473486,0.4643749853889646,86.0506468196896,1.0,9.0
1628.0,0.39595468706942344,0.3483047079743111,0.21237043270868955,-0.0528151691888474,0.052703318629843,0.7591738307273947,86.03244692526134,1.0,9.0
1629.0,0.3957055046898924,0.42242737091278887,0.19158358572349712,-0.0994184751894539,0.0101964712558541,1.0434991796226332,86.01424703083306,1.0,9.0
1630.0,0.41276181271760926,0.49609704189347986,0.16631029556338733,-0.1895596022006294,-0.0153175487386661,1.3585302073876229,86.0,1.0,9.0
1631.0,0.45178113554543703,0.5202431083821544,0.18196042077026262,-0.3072185140737236,-0.0423452709921519,1.626651375676528,86.0,1.0,9.0
1632.0,0.45182184322648783,0.49085053656040656,0.19826326229837718,-0.490505128274402,-0.0558447664791786,1.891193113252624,86.0,1.0,9.0
1633.0,0.43307112191464436,0.5015084278879747,0.1857749115107111,-0.6722403362523076,-0.0777326316554083,2.165764523919248,86.0,1.0,9.0
1634.0,0.4460774879376439,0.5253907843372443,0.18224031478381075,-0.8267562664068625,-0.0861146226561695,2.4458558939686728,86.0,1.0,9.0
1635.0,0.46310182168000186,0.5004834349544982,0.18598933512915627,-0.9761468904801612,-0.079990515451414,2.7670067813367716,86.0,1.0,9.0
1636.0,0.46412621402775,0.4644424206823013,0.183508773420628,-1.1770956012641476,-0.1469922617541315,3.090674766929015,86.0,1.0,9.0
1637.0,0.43231875356316646,0.4128822775610992,0.17657530638483712,-1.2640331501801578,-0.3248321154169322,3.3536235298501635,86.0,1.0,9.0
1638.0,0.39995748708713114,0.3612667892400121,0.13847209680616007,-1.2248452627267037,-0.540584136343226,3.5149899025986895,86.0,1.0,9.0
1639.0,0.412086431484495,0.3024419917370439,0.12318293727623676,-1.10424599621279,-0.5078689804927223,3.7531699496714936,86.0,1.0,9.0
1640.0,0.4136135176803556,0.2000316868315014,0.10795951823137814,-0.9259172433337608,-0.3047008057473933,4.026312424164457,86.0,1.0,9.0
1641.0,0.3809953834069109,0.10206566193988724,0.10184578786977086,-0.7212900195933684,-0.2861560232125931,4.240456767948462,86.0,1.0,9.0
1642.0,0.2981765034376891,-0.004742719597723629,0.10755359319046694,-0.6333420493198827,-0.4652785969291935,4.37401813781312,86.0,1.0,9.0
1643.0,0.2723823094851839,-0.15145720269933435,0.10283558910542062,-0.8943879910819803,-0.662939922860559,4.402697184751049,86.0,1.0,9.0
1644.0,0.37846295787685663,-0.3340367227930976,0.10771327304989911,-1.5232573017712527,-0.4624351695191724,4.507550374014534,86.0,1.0,9.0
1645.0,0.41352447670908987,-0.510875812502259,0.10618066249622182,-1.8048356307151696,-0.0902445449785438,4.6873885647665,86.0,1.0,9.0
1646.0,0.28837079002007376,-0.6799662043495153,0.09657882703876919,-1.2739783006705254,-0.089801660356935,4.668542843042957,86.0,1.0,9.0
1647.0,0.22051635819281531,-0.8322851014238861,-0.0007669684624551172,-0.4729164765257013,-0.268550686621026,4.623049017783853,86.0,1.0,9.0
1648.0,0.3369158043144669,-0.9109599330688751,-0.04473062285297484,-0.5027656040297105,-0.3227107834055456,4.589819377029608,86.0,1.0,9.0
1649.0,0.38578460211788757,-1.0862077572450997,0.026411117947423804,-1.3861559988659535,-0.2021711289386741,4.5547049095419885,86.0,1.0,9.0
1650.0,0.23299493738905133,-1.365582579923511,0.07179538149145351,-1.8315502098869396,-0.1253187100932871,4.42671723403496,86.0,1.0,9.0
1651.0,0.11957933499921225,-1.531848914608886,-0.015968377166556084,-1.3137154124129946,-0.2256310090011294,4.181049655323536,86.0,1.0,9.0
1652.0,0.09140620259448344,-1.500569171381332,-0.07699120023313227,-0.625165969666207,-0.4055235830639985,3.86267271685498,86.0,1.0,9.0
1653.0,0.09387149058944624,-1.4813393968985957,-0.05599453866048627,-0.5103973717801387,-0.525131950341488,3.526301031072352,86.0,1.0,9.0
1654.0,0.059637541656864294,-1.6504522718374666,-0.04024554029600604,-0.9667023893868608,-0.5658975067972188,3.1706535092358186,86.0,1.0,9.0
1655.0,0.011012243771918603,-1.847795407791358,0.0026470934714014167,-1.4207219791411274,-0.6025055470019905,2.7399822192386485,86.0,1.0,9.0
1656.0,0.02743914138104273,-1.90999955298171,0.02542209590634163,-1.4109139795902848,-0.5800751696414905,2.2909926239321106,86.0,1.0,9.0
1657.0,0.13371459194585938,-1.8517439239928055,-0.005038126114279093,-0.8976741923651335,-0.3982129595118047,1.8284088462899304,86.0,1.0,9.0
1658.0,0.26628105918600453,-1.7787854989715408,-0.0775094583165894,-0.1833934365583659,-0.0108399273522742,1.3895799530793655,86.0,1.0,9.0
1659.0,0.3788223170769562,-1.74315650316621,-0.14148417485226392,0.2003625703390855,0.4226884112610651,0.9609595758293488,86.0,1.0,9.0
1660.0,0.46540994494543325,-1.738837401976726,-0.1667894179946336,0.3259898775150036,0.7241297698940116,0.596420308248874,86.0,1.0,9.0
