accx,accy,accz,magx,magy,magz,gyrox,gyroy,gyroz,heart_rate,shoulder,activity
-3.0133694844499272,-9.326401985059315,-1.3423513775933795,-39.889434100376086,61.41041786086509,-50.58062494585788,-0.0008339456187274269,0.009441338162009403,-0.0017275060292237772,97.94591669149496,2.0,7.0
-2.9866047869704406,-9.293981313519085,-1.3341731661145964,-39.24482798612097,60.35629959873059,-50.62601910920223,0.006168585686998543,0.005242458247221796,-0.004484410981030149,97.96454307503798,2.0,7.0
-3.008920720067727,-9.375578181432298,-1.304624168017679,-39.6299127352408,60.510851562147685,-50.004825492797856,-0.0023681871830228494,0.004060499243690567,-0.004075306281333584,97.98316945858096,2.0,7.0
-3.049532619862149,-9.380008528206826,-1.3089696006042184,-38.774077280711325,60.4629813075436,-50.78676445401099,-0.007750576731225696,0.007276049418813401,-0.002068930283499705,98.0,2.0,7.0
-3.068723708459427,-9.364097116134198,-1.31309710439608,-39.968196077393856,60.663439390802885,-50.15778475867393,0.000516944649248596,0.0077634171341130305,-0.0012211111607030034,98.0,2.0,7.0
-3.0506700123758126,-9.351917224659863,-1.314162021188147,-39.50376569330822,60.95519314759611,-49.775241433734685,0.011058711519847275,0.0042395337585310324,-0.001992894472765128,98.0,2.0,7.0
-3.0109631744374448,-9.409125298641962,-1.3245620254390649,-39.2691532478386,61.71907350907509,-50.51237491851127,-0.000537372714411323,0.005480363743107737,-0.00320175767683144,98.0,2.0,7.0
-3.0614774393783426,-9.51993955036488,-1.419299369378138,-37.25691353185301,60.651778893360856,-50.07764034051105,-0.034410758741532266,0.014793900320843864,-0.0029166102216642807,98.0,2.0,7.0
-3.0821189301492518,-9.534201745519463,-1.456359078584792,-38.41068202636741,61.09397101595613,-50.12902248894452,-0.04492673863896632,0.013664842472874224,0.006367181645171544,98.0,2.0,7.0
-3.0338163305765224,-9.4502812388209,-1.4090897445702044,-38.66254897174473,60.42024524394063,-50.458718535647016,-0.017714081920158414,0.0003916745463055389,0.017981704758764556,98.0,2.0,7.0
-3.0411605986838914,-9.380602777964633,-1.372238831436414,-39.37140731049166,60.7545279645914,-49.59013434670854,-0.003347207264965093,-0.008231651791361785,0.018436507560392407,98.0,2.0,7.0
-3.0626645963186254,-9.356761763929873,-1.3438756161665144,-38.457329860603146,60.62488177656321,-48.76344522789696,-0.016724106111979983,-0.0014114809069452824,0.008213487128372905,98.0,2.0,7.0
-3.018187932056829,-9.441826184870584,-1.3850629821480864,-39.11765380359238,60.863064637689504,-49.34491594541464,-0.023592275012554766,0.007619189851665337,-0.002343581836256742,98.0,2.0,7.0
-3.0239366975007247,-9.556146476869104,-1.4211403379874337,-39.88949103171603,61.424594239041326,-50.48965885784309,-0.016611741330103163,0.00775579207833664,-0.0014083288149521799,98.0,2.0,7.0
-3.066415193024288,-9.52410997520906,-1.37384410092538,-38.97027642245356,60.53958104812767,-51.06683602537746,-0.006282051943525747,-0.0024586415570490086,0.02022939996378169,98.0,2.0,7.0
-3.066359845599228,-9.32273354550712,-1.324977945192194,-38.47072489003759,60.542260857549294,-50.27839087021519,-0.0025112608136260654,-0.011704113286833255,0.04508834358756015,98.0,2.0,7.0
-3.076596229391935,-9.231441726325002,-1.356111551694,-39.66791828634709,60.502186694622225,-50.624124766087675,-0.009334178368317412,-0.006501190475638269,0.04553766993528319,98.0,2.0,7.0
-3.082359808494693,-9.265446399665981,-1.3918470201311928,-39.646013315913045,60.40676426135283,-50.75693821697731,-0.01896237135000083,0.0024623070490712886,0.02923637032375628,98.0,2.0,7.0
-3.0441490357672527,-9.222725978769805,-1.3348709713303448,-38.321127475005206,60.4383202138462,-48.98888005935851,-0.002164284605282424,7.602727481842864e-05,0.01595047224754215,98.0,2.0,7.0
-3.011271073151504,-9.183714720161293,-1.2721392625075183,-38.16104058448872,60.4033884152738,-49.392562160766566,0.022468134575512375,-0.004884444642812014,0.004543216715054952,98.0,2.0,7.0
-3.021126525128698,-9.213571056620593,-1.271240802689174,-38.48601911106054,60.70732815217646,-50.04323880572788,0.007368443629730628,0.005395180650517809,-0.010437486626588237,98.0,2.0,7.0
-3.0236845076608616,-9.31047248840332,-1.3243634211782227,-39.2183538407764,60.76802358518796,-49.798867214134255,-0.011763894451931586,0.020988321875378125,-0.01953777857124805,98.0,2.0,7.0
-3.0552953366132996,-9.315284204671986,-1.3567304611206055,-39.452019038293706,60.85300111268885,-49.793149361401404,-0.014097916999122072,0.02293769167231167,-0.01466762259412424,98.0,2.0,7.0
-3.0882834847939384,-9.300831556760107,-1.360487942822113,-39.084310348537855,60.24449585974389,-49.89691924610958,-0.009533436115264408,0.01637851254620122,-0.004335423714615253,98.0,2.0,7.0
-3.069493664611061,-9.224379653719394,-1.3663017749786377,-39.09930253203717,60.32516715665463,-50.20549080500732,0.004175420350381834,0.011699024622341889,-0.0013393229781797395,98.0,2.0,7.0
-3.031848867611343,-9.115719316638634,-1.3680845135264343,-38.859104974244794,61.22606982527973,-49.672755173935435,0.0028960210891287455,0.014469741487442376,-0.011346821253697684,98.0,2.0,7.0
-3.0148959146253245,-9.197107424235346,-1.413588390357314,-38.49642150475815,60.93545647361998,-49.1135898643769,-0.013027190568248815,0.02388017574500688,-0.03282110345762822,98.0,2.0,7.0
-3.063636537465824,-9.492699801243091,-1.4900224648901574,-38.17124603928355,60.874780651462686,-49.41451130368357,-0.03250193657080784,0.028655522296783652,-0.05362698930260145,98.0,2.0,7.0
-3.062029597331311,-9.543758249772154,-1.4890245273785887,-38.825705058587765,61.23701202110113,-49.09033032490511,-0.013639203594585331,0.01749397576957186,-0.04516818629135404,98.0,2.0,7.0
-3.006180586855978,-9.437507696059873,-1.4970644840403187,-39.12167915211811,60.35704308719622,-49.2251860111532,0.02147067571693199,0.0006007503505898772,-0.016109496851447275,98.0,2.0,7.0
-3.044032252774143,-9.263325041859428,-1.5243854738840896,-38.39020882558952,59.9120458794365,-49.92988074209013,0.022113603719613163,-0.001076351666407951,-0.005029204137107066,98.0,2.0,7.0
-3.117251225046165,-9.278587284755423,-1.5333408712677508,-38.362072448149895,59.79597546658548,-49.116122977148166,-0.0012475949430928047,0.006513696345702492,-0.021598344580747143,98.0,2.0,7.0
-3.074501221397535,-9.51057314220634,-1.5650735847546235,-38.65186582217597,59.91590825196615,-48.36238792983688,-0.018004696802402596,0.003785562096079788,-0.04344431861789606,98.0,2.0,7.0
-2.9966232262121992,-9.707501977099753,-1.5181935466819287,-39.131299367361045,60.84642414163828,-48.544750395259214,-0.002733639427679159,-0.007833421644667512,-0.04172538231144402,98.0,2.0,7.0
-3.025028912881328,-9.574515197143299,-1.4302145207970285,-38.82310471679563,60.51931300311982,-48.85423525906904,0.016860195519912895,-0.018916146131601804,-0.014462281101347167,98.0,2.0,7.0
-3.0575981966986245,-9.393658332587032,-1.3341382376515054,-39.295474772624935,60.759978994458,-49.944963247214055,0.007492417086204493,-0.021803510505277117,0.008900758602378154,98.0,2.0,7.0
-3.0386332496121806,-9.24611351313252,-1.2918701242723527,-39.940256155860325,60.75138530672081,-50.333245473392914,-0.01436326936924129,-0.01429575166881658,0.009172919118537546,98.0,2.0,7.0
-3.0178510878610543,-9.438039615481829,-1.4158983362081368,-39.03854100794697,59.86618561567677,-49.83212856653769,-0.03297000005841255,0.0001749185608246888,-0.011746321707460528,98.0,2.0,7.0
-2.991211138007547,-9.47014793324969,-1.5470249935349656,-38.33511095354085,59.98144199459363,-50.30289199197637,-0.0268815275310152,0.008859034674734093,-0.016801381841354192,98.0,2.0,7.0
-2.9711698534558644,-9.457690352962512,-1.63328761866556,-37.37227788895548,60.594928995369656,-49.538025161399375,-0.00158457329209373,-0.0016196469933548044,-0.002853509985431608,98.0,2.0,7.0
-2.990045769577052,-9.354604899274852,-1.7507382978223556,-37.57532403313472,60.3131910292322,-49.378910772845735,0.019659935593125902,-0.015477549893907807,0.003388595041931196,98.0,2.0,7.0
-3.025250455056689,-9.222885942290368,-1.9327655174122,-37.8074646340356,60.214815533097365,-49.67736910847048,0.008904753075651164,-0.017800394110810313,0.00037712840148103934,98.0,2.0,7.0
-2.969727578088943,-9.339775060977324,-2.167312195665814,-39.87986635654508,60.186727398777585,-49.61558668636062,-0.01733743975531481,-0.020228344555600773,-0.013615633334031691,98.0,2.0,7.0
-2.935291783335293,-9.529204267891991,-2.657627170160976,-40.0407749752145,60.477746981317416,-50.269596778192074,-0.014727060168135561,-0.045033658953212895,-0.04131906163072482,98.0,2.0,7.0
-3.0317924007231905,-9.7978341223589,-3.0605837829406948,-38.54355282576297,61.34709318633194,-49.0336984128706,0.00018333901688407248,-0.08730772302169673,-0.04755068799089359,98.0,2.0,7.0
-3.129470725666198,-9.972788024299742,-3.3636665012584914,-38.42492061667915,61.051932198926174,-49.08690509413156,-0.010420604995143658,-0.1490578765118173,-0.025106823172956313,98.0,2.0,7.0
