accx,accy,accz,magx,magy,magz,gyrox,gyroy,gyroz,heart_rate,shoulder,activity
2.7042642157536902,-5.853863755862312,-7.538990648326577,-12.00410947094927,27.863611967161248,24.50991352239365,-0.7812840656444755,-0.33449518681265156,-0.44886488165353783,130.33530066479,1.0,9.0
2.4676146452881453,-5.719857217470939,-7.603142636356181,-10.821604893310267,27.662688104703587,23.79130443730925,-0.7667337457343978,-0.49309363842733794,-0.6278337880564717,130.35516848791397,1.0,9.0
2.607644700430177,-6.417965897901056,-7.008283447652388,-10.264923152978646,27.345111100088296,24.103754877286647,-1.0108363698437504,-0.5211291519354124,-0.6223982738100943,130.37503631103786,1.0,9.0
2.3165576261506566,-5.663137101515025,-7.501989960103111,-10.568712959344335,26.867142502676625,25.833854974941325,-0.5433462499100937,-0.5320517948816458,-0.7549266360841437,130.39490413416175,1.0,9.0
2.239953136025825,-5.46150605856848,-7.706819382183488,-11.027258048043308,27.48817328179601,26.132995444024385,-0.3327770654830446,-0.5012823409530772,-0.802371791448886,130.41477195728567,1.0,9.0
1.994454841359184,-5.381325480712592,-8.430745538210209,-10.670771344070092,26.729218269704496,26.248100098106743,-0.03758550451431092,-0.450468485899591,-0.8338875076199584,130.43463978040967,1.0,9.0
1.867460908635301,-4.869069468750167,-8.115401185488329,-11.041271794204034,26.491271263479128,25.8147697911003,-0.089286125165509,-0.4672165768820129,-0.7202917644407405,130.45450760353359,1.0,9.0
1.8690216724493316,-4.6736193708214016,-8.164468249693291,-11.263428276158386,26.352398756063668,25.837253592747164,0.024918766779418452,-0.46828796247775256,-0.7138449583042055,130.4743754266575,1.0,9.0
1.9003848831274928,-3.6528895429385697,-8.546529063597836,-11.25230100331405,26.369329437530755,26.57654451682086,0.5225396163897552,-0.3598880849293253,-0.4832224569304687,130.49424324978148,1.0,9.0
1.6938039351065928,-2.262586974248209,-10.101097561739572,-11.875354572803715,26.210025058991533,27.34500483149429,1.0707985996169656,-0.10835790320764382,-0.18129314594573007,130.5141110729054,1.0,9.0
2.105726319406395,-2.7375326913681457,-9.666491350439994,-11.897384303183493,26.50738418042645,27.37990347062083,1.6726053038472328,-0.12297045775177005,-0.1930181527976316,130.53397889602928,1.0,9.0
2.4082284556374485,-3.1185142511223,-9.876245111731903,-11.576883853048596,27.010771364570488,26.759739667519042,0.39465333851273177,0.1573780148439866,0.5344314931998682,130.55384671915323,1.0,9.0
2.295169956289992,-2.0362792453075658,-10.555472272767048,-10.966658656880698,26.851857497633887,24.56153681605273,0.3389154906344893,0.2852237115360075,0.7064940417141718,130.57371454227717,1.0,9.0
3.3686469002587422,-5.0100814303634555,-8.494054426089237,-11.79012232570319,27.27358135932784,24.97379137843028,-0.5573840241352033,0.28376866887577246,0.8701850855677827,130.5935823654011,1.0,9.0
4.1088549788349376,-6.274566232349719,-7.3540169609069395,-10.610033474487077,27.26734813754649,24.660757441165277,-0.7957366009405312,0.17986869112309223,0.590709388785183,130.61345018852506,1.0,9.0
4.689602239881772,-6.721185037280954,-6.654837273407575,-11.323195477049904,26.83381877963673,25.643987650514966,-0.7192779226950563,0.026951353705628733,0.09918938451316904,130.63331801164898,1.0,9.0
4.267908628175388,-7.088563347343199,-6.800980975011808,-11.257093139753135,26.252710676800863,25.53181062586965,-0.6717780618490844,0.012708163762038647,0.15441577285284813,130.65318583477287,1.0,9.0
4.485496319667547,-6.937884051798048,-6.733583900627448,-10.407242935875171,27.095406853256357,26.35801891911656,-0.1584471950134376,-0.08688528068985969,-0.05729238081346268,130.6730536578968,1.0,9.0
3.6621765412235727,-7.127661406992505,-7.218728935418426,-11.568657883387182,26.98870644241325,26.280866962558186,0.10879407314503786,-0.05702999123057349,-0.030349803451350056,130.69292148102076,1.0,9.0
3.0027642377781847,-6.969359880887342,-7.888132376452599,-11.603631867586339,27.94648612724423,25.853212706201088,0.01744759900394152,0.007011064937247541,0.02468925428320673,130.71278930414468,1.0,9.0
2.433949731247941,-6.618662134610806,-8.659382376451898,-10.741331834017789,27.24263046013061,25.754203611962897,-0.27210371630341235,0.08994787638431566,0.09525828790588425,130.7326571272686,1.0,9.0
2.024409513630703,-6.984707388296268,-8.658830787271901,-11.096150163357876,27.277659764779823,25.744125050582532,0.22639074430372497,0.17725167654343954,0.018057111729614703,130.75252495039257,1.0,9.0
2.343408021786143,-6.792805181224474,-9.044782004999064,-11.329992305638864,26.922329735118435,25.87419578210296,-0.021748361758649,0.19011389274518667,0.0591149984496904,130.7723927735165,1.0,9.0
2.437497653820359,-6.1612642724115725,-8.944989963220593,-11.35213776052242,27.229857010203602,26.669886700070982,0.44022421819698554,0.3538049365987976,-0.04491976870109388,130.7922605966404,1.0,9.0
2.544698882797443,-5.262962740220517,-8.868649083300346,-12.074394639473766,27.59140086362284,25.31060128520996,0.45504590482452806,0.47760012522577927,-0.07659183900952293,130.81212841976435,1.0,9.0
2.660277677276708,-4.194216402330864,-8.807292166872788,-12.118835037689973,27.865314647649686,24.627089017144176,0.18416373700861233,0.5759041203581362,-0.06202828209997501,130.83199624288827,1.0,9.0
2.7509261275586288,-4.613112604886997,-8.097155190433737,-12.11661125108444,27.891510230011384,24.926392431555648,0.31611548469058603,0.5557375419563307,-0.09197450484953773,130.8518640660122,1.0,9.0
2.950682687835928,-4.433235549773702,-7.917360595516384,-10.931495396211266,27.397852129624823,25.77603814705401,0.05671175212422585,0.5610614172859721,-0.030560432608412888,130.87173188913616,1.0,9.0
2.905022001343049,-4.524556922759459,-7.6148583257717855,-11.79458003671341,28.10234828440934,25.87513732536813,0.03486641854804333,0.5297497836991171,-0.13614621752042624,130.89159971226007,1.0,9.0
2.894804978820517,-4.494744624616585,-7.398181122339919,-12.136534013152655,28.236770015565597,26.097965138414896,-0.12064166391133088,0.4694498027131721,-0.19501666987987729,130.911467535384,1.0,9.0
2.910486654493079,-4.376419906141015,-7.244216345346824,-12.097697648406488,27.95463819107164,26.411201508502177,-0.373817170503617,0.3879680217071553,-0.21975220883942825,130.93133535850797,1.0,9.0
3.1412368662896406,-4.6435662403515385,-6.586973594458526,-12.293731053098144,26.503966916039673,25.532103768381702,-0.8376081891814704,0.2811558902683904,-0.36448245886248126,130.95120318163188,1.0,9.0
2.6237524319960905,-6.814229652297224,-7.497283360367485,-13.851265074283084,26.666990706445787,24.954359552487364,-0.2773059426444515,0.12220295048286432,-0.3137709030186593,130.9710710047558,1.0,9.0
3.0058133603415556,-5.940336753735965,-7.090987355117676,-13.414551435976575,26.323530470849416,25.27449592791523,-0.08014915095705875,0.05672652340449072,-0.23665423240998967,130.99093882787977,1.0,9.0
3.1218518137159745,-5.294192634886325,-7.046165293368073,-13.645571996288364,26.238275127823808,25.614231505604376,-0.015975986635643088,0.026072294893419615,-0.19950296356397687,131.01080695775093,1.0,9.0
3.0148344968978344,-4.839012352293965,-7.304433611544109,-14.43647737653667,26.3695205787972,25.970400748462936,-0.06330754390946479,0.02461593944088341,-0.19586207374054343,131.03067538288175,1.0,9.0
3.123029210665932,-5.424313410324968,-7.656511633621098,-14.7782058708488,25.441606147240407,24.26464683589448,0.041711487531817686,-0.07686457565090368,0.08836009339726723,131.05054380801255,1.0,9.0
3.1703743251888024,-5.496110397625642,-7.987607864654586,-12.487596899190333,25.64682700208386,26.038216965358263,0.06927933241221487,-0.07362103910657265,0.09783253394540156,131.07041223314343,1.0,9.0
3.3601516803827214,-4.796930710126277,-8.154554809844864,-12.515331202664733,25.94616162351303,26.46465918795309,-0.016645655380675736,-0.04959117145751615,0.16336853228976336,131.09028065827428,1.0,9.0
3.542294071056544,-4.92203864580734,-7.780194692881187,-12.904770527463912,25.853457782585863,26.41907969520192,-0.13826003177605056,-0.0423206147475552,0.19463341932041955,131.11014908340513,1.0,9.0
3.6563420847438977,-5.4880020094558954,-8.039654360087502,-13.639543247802246,25.386460063773924,25.9228433136702,-0.29394842250816294,-0.05105080633597386,0.19317838560087713,131.130017508536,1.0,9.0
3.6947322244462018,-5.3607971240823975,-8.214861643088478,-13.1451226983917,25.70820615806425,26.566637493232548,-0.09812037836683368,-0.06657787589622241,0.12956267454788087,131.14988593366684,1.0,9.0
3.6461020110779137,-5.6626714248499965,-8.295179769743225,-13.750459195394376,26.26355868185476,25.97378414691593,0.04571634058232639,-0.06011796368860921,0.11160424587020543,131.16975435879766,1.0,9.0
3.550586807601777,-4.8586328048533245,-7.907416403043258,-12.960268307941677,26.13243254507472,25.617929616580767,-0.08378147359639068,-0.04629516376754672,0.12251698133241525,131.18962278392854,1.0,9.0
3.4633518700303583,-4.796288158864592,-8.22689387300801,-13.118272286609113,26.15191931871987,25.42217911326763,0.12462587018988305,-0.05654072555529282,0.1334344618239508,131.20949120905937,1.0,9.0
3.2849895767871127,-5.24433381316106,-7.967198419364448,-14.312985650255486,26.336078788324198,25.40147847735761,0.0736534227946047,-0.0419771686457449,0.14435713099622788,131.2293596341902,1.0,9.0
3.077474707520903,-5.134489474767426,-7.889054744481672,-12.91431485024128,26.416830579145508,26.424731634908046,-0.03531696286273475,-0.04197801222330694,0.1443378252706617,131.24922805932107,1.0,9.0
2.9832259478661007,-5.069349012107068,-8.070012662959202,-13.958414953449273,27.624895386133755,27.48221233476676,0.1314308671960623,-0.07673972873417181,0.15059068315958363,131.2690964844519,1.0,9.0
2.9389921250435695,-5.334751939505508,-7.7489608364824445,-13.432532346943404,26.39159353676964,26.89333152879805,-0.08192524623758153,-0.1051386645289763,0.1338425921771617,131.28896490958272,1.0,9.0
2.770939703425364,-4.765686195194357,-7.982220556029668,-12.985908995596635,25.798342254342447,26.101028561031782,-0.05609454133288524,-0.0947956046021709,0.13815809334731227,131.30883333471354,1.0,9.0
2.8194101576414607,-5.059360053837503,-8.158994695434307,-12.63799536797145,26.002211578073315,25.05538311425242,-0.01753620126017888,-0.04168695057985147,0.09741720761267544,131.32870175984442,1.0,9.0
2.7482732625581496,-5.483430868360196,-8.103090272198461,-12.606564082670433,26.42941030989265,27.688543752801248,0.05585107109858282,-0.01168986175977488,0.08858268417331534,131.34857018497527,1.0,9.0
2.7960143591911044,-5.375429084985681,-7.998821390476781,-11.764581442121756,25.53421033771146,27.116229782721305,0.03787665093491359,-0.01569916008176266,0.0878545648647032,131.36843861010607,1.0,9.0
2.835931263163808,-5.228592155664109,-7.994544685986587,-11.416663275006828,25.738079661442324,26.070593414921433,0.05169945085597607,0.01340147497002088,0.08712704800493197,131.38830703523695,1.0,9.0
3.016319536896509,-5.206714327700222,-7.67275258350258,-13.559831769781448,26.35320102187273,26.058262597397825,0.05572531101822073,0.08365740938103808,0.09945811018852636,131.4081754603678,1.0,9.0
3.0719685647208603,-5.06117093361161,-7.728401468275784,-12.7966561868964,26.5212879130469,26.12850827343841,0.15257295963873813,0.08220105169332771,0.06814646706492813,131.42804388549862,1.0,9.0
3.0634052082467007,-5.053196173638506,-7.823316959827478,-12.169069166218828,26.01049907911134,25.632700391938926,0.11265177462134708,0.07066478863197999,0.07685017442270024,131.4479123106295,1.0,9.0
3.036971931999139,-5.066798264461486,-7.751640039755388,-12.573537596361527,26.09924751289376,26.672169634699035,0.12759279180747984,0.03821811545726204,0.06068808460926199,131.46778073576033,1.0,9.0
3.045533408468171,-5.045394715744006,-7.817277265860065,-13.370016249314904,26.22202049262998,26.65837527573031,0.05113412309874811,0.022926381715515688,0.054134483582732915,131.48764916089115,1.0,9.0
3.056951819025256,-4.80172953560126,-8.017943818756214,-12.32294094358769,26.044969242547804,26.056230530557706,-0.09827796793734056,-0.00870578723213319,0.06420743637597183,131.50751758602203,1.0,9.0
3.0982941490041607,-5.039804811022186,-7.865404899307501,-13.516568186628596,26.22896128508914,26.035548713026134,-0.08372765279567596,-0.012343366017549344,0.06930004530464762,131.52738601115283,1.0,9.0
3.0234143918734144,-5.016602650598745,-7.9748512381638275,-11.697621872003502,26.91598410626587,26.61944870415161,-0.15877118419329458,-0.011918542496814096,0.08600493609746243,131.54725443628368,1.0,9.0
3.065273451677724,-5.049591439790949,-7.960853171475962,-11.33235120589916,26.84379622606317,26.263303690825893,-0.22291104418812727,-0.0182994082330349,0.09481519025212498,131.56712286141456,1.0,9.0
3.068124588004512,-5.38318179471008,-7.958002035149175,-12.094833047939485,26.67586213258798,26.193112779532925,-0.19963054043830103,-0.017571892490852833,0.07662729543097453,131.58699128654538,1.0,9.0
3.1016621885130298,-5.3693521801913775,-7.875626170358941,-13.057283582397703,26.17703594723235,26.791493846713305,0.012355044933995595,0.0037711250388229303,0.009984261970861235,131.60685971167624,1.0,9.0
3.352796164496181,-5.161025287338192,-8.397870547496181,-12.653475560851511,26.12412193336964,27.168363735019696,0.07643469199832842,0.014693791826945236,-0.017686493415544784,131.62672813680712,1.0,9.0
3.276245411987063,-5.399248045595078,-8.360468291846974,-13.324695493569944,26.218220963231214,26.785463607146575,-0.03290592165208307,0.06659671047464241,-0.06861974326285354,131.64659656193794,1.0,9.0
3.4344870272823287,-5.3721616827563565,-8.689781913367671,-14.529450055946777,26.385282330265976,26.025490844085745,-0.13330310793128863,0.09133224704993728,-0.07080228937181267,131.66646498706876,1.0,9.0
3.719988320617484,-5.571037012317334,-8.773632193791892,-12.429418954620653,26.14506435444064,25.959679024938175,-0.12351043662374332,0.12041478102618013,-0.0794738817329542,131.6863334121996,1.0,9.0
4.383843644025683,-5.960601109267204,-9.044661902706672,-13.217523665901822,26.377164614226327,26.69667299412764,-0.0789368100771387,0.21791582963128897,-0.1204965929020276,131.70620183733047,1.0,9.0
4.774458115460875,-5.999092303515368,-9.242820433895458,-13.284069118973356,26.958356668974332,26.80947299145725,-0.10876495796529514,0.2470164694513614,-0.12704424002059006,131.7260702624613,1.0,9.0
5.931136898232482,-6.467643795818211,-9.877193464997596,-13.223880172833116,26.4326800970749,26.707447793741,-0.23920135639417564,0.4252355473160701,-0.09079165774304199,131.74593868759212,1.0,9.0
6.239346927835128,-6.814379750103549,-9.755907072785448,-13.090668159588228,25.269237180202538,26.48164251114779,-0.2967273917031247,0.5315494911791906,-0.08569441455322045,131.765807112723,1.0,9.0
6.457197657851795,-7.126688508779767,-9.960964606013425,-13.92808934068678,26.03250351392685,26.50672011155089,-0.18702015465491473,0.7708208757972771,-0.2122583852208925,131.7856755378538,1.0,9.0
7.306333433314749,-7.37540550474535,-10.344582187101688,-12.83374789660943,25.037253938169982,27.064830066249577,-0.1873181440182929,0.816602507405209,-0.20384778397305744,131.80554396298464,1.0,9.0
7.635946699306597,-7.532364103836231,-10.32032490865926,-14.360099062383863,24.701080155820694,26.92432960657828,-0.009642744237676054,1.073649245076604,-0.3742414035107403,131.82541238811552,1.0,9.0
7.586959903519723,-6.734372997751836,-10.915576459471652,-15.47664342669472,24.800842661730563,26.22640100826662,0.19142092055978305,1.4982149356991905,-0.6515446367186388,131.84528081324635,1.0,9.0
7.45865592746088,-6.1954960064803535,-11.316169644896094,-16.322357080258406,25.18870402800218,25.16008280148048,0.14631493873304183,1.6298953289180649,-0.7155660142820572,131.8651492383772,1.0,9.0
7.019215033598512,-6.692050938905931,-10.884175255951519,-18.480503508073824,25.044654033408957,24.263464084432165,0.3063030451814608,1.9943934415635427,-0.710367117457362,131.88501766350808,1.0,9.0
7.163736592344173,-6.2032008467004305,-10.472235290061343,-17.344154185720594,24.477549868647216,24.866980456041265,0.1907400785616452,2.0239810314573887,-0.7039929037738537,131.9048860886389,1.0,9.0
6.366826115660327,-6.546770716695235,-10.157177344810163,-19.007876872486655,24.95421235186212,22.3082986628307,0.7065488325284612,2.3382678165828352,-0.7956598787951327,131.92475451376973,1.0,9.0
5.611019846613719,-6.105661965086184,-9.146087538125121,-21.29622133820404,25.2292290731626,20.72396127056489,0.7968804752440547,2.5787638346039152,-1.0284423223006462,131.94462293890055,1.0,9.0
5.593912744934838,-6.011572476102847,-8.406201139808259,-24.05920778840469,25.351017708416737,19.880015805475374,0.5058741581048205,2.599861845143965,-1.0589980044830172,131.96449136403143,1.0,9.0
