accx,accy,accz,magx,magy,magz,gyrox,gyroy,gyroz,heart_rate,shoulder,activity
-9.629858285543374,1.4391396732625763,1.74876460874176,45.21211524622007,-8.86468848737576,-4.415355920565307,0.04873587929950341,0.0009972591791552118,0.014595691809771934,93.0,2.0,8.0
-9.561314377908221,1.4617102979327403,1.8845309760431344,45.66426973715625,-9.527214518314784,-4.31451067599674,0.06287811363530735,0.002511074335326086,0.003422351546280047,93.0,2.0,8.0
-9.563447294287815,1.4539588317446073,1.7684377273814087,45.35681776007687,-9.952043770348855,-6.1309861479321635,0.049776873238819616,0.003966767729270456,-0.0016725754070310535,93.0,2.0,8.0
-9.588324633190403,1.5541205275261212,1.718775225013108,44.233220296253585,-8.508697033989984,-4.312707105316494,0.03237565825084199,0.006497760142307737,-0.00703553182860929,93.0,2.0,8.0
-9.582619767138736,1.518464263697876,1.740168898433041,44.86908740160954,-8.560875589684711,-3.8575306828623295,0.02616565192332059,0.0046858056611069985,-0.0074517058007103985,93.0,2.0,8.0
-9.551271136682544,1.5153691324769172,1.7664877275180975,46.0189464103992,-8.129620477990153,-2.2447430546876768,0.04541423320604376,0.00646911425066629,-0.0030853870494537356,93.0,2.0,8.0
-9.58382111163146,1.556352288304046,1.746032395363027,44.85756799560425,-7.900336407815876,-3.272327400398496,0.03998689429367334,0.013432222418487072,0.003694311172831488,93.0,2.0,8.0
-9.6187516120494,1.4703801616402137,1.697698329326676,46.20999015822056,-8.486400944668105,-3.5818170404399168,0.018151493235496172,0.013432222418487072,0.005877851189242236,93.0,2.0,8.0
-9.633524262880943,1.4299010873862075,1.682654400715684,45.9466915201686,-8.674019782631923,-4.856116985044547,0.005621707244010612,0.010005068940005076,0.013201788133507503,93.0,2.0,8.0
-9.654918079352054,1.3771298719473375,1.7054743608330358,45.41312967738425,-9.173599616616205,-5.168273865574041,0.024479566591449602,-0.008874827491319804,0.032118412829164646,93.0,2.0,8.0
-9.679122515822192,1.4154726151654127,1.6587899845026863,44.9540573736127,-8.522312690347265,-4.692512146824473,0.046914758432616575,-0.05282426931591293,0.06591480297834809,93.0,2.0,8.0
-9.749240238677764,1.4472796537361932,1.6532244462554002,44.29131448704732,-8.753133115479347,-3.4976249370387253,0.039323606723023846,-0.11837352219599329,0.13533127547648083,93.0,2.0,8.0
-9.890766775624327,1.3171950062032032,1.6553926221238555,45.65033109013701,-8.43082063922407,-4.061629366335868,0.024080038132133004,-0.1553725148855359,0.186035440556366,93.0,2.0,8.0
-10.278303230240859,1.2915144049719092,1.6271978502772768,45.93810440213784,-8.352846883133394,-4.656585891860312,0.04521410720481759,-0.19970530050542448,0.25147875657226654,93.0,2.0,8.0
