timestamp,ax,ay,az,wx,wy,wz
1102.0,0.630157,0.934387,0.322265,0.24831,-0.175649,-0.270027
1103.0,0.6150359999999999,0.806214,0.321701,-0.116371,-0.331851,-0.273327
1104.0,0.605561,0.791092,0.3327179999999999,-0.560727,-0.548568,-0.182034
1105.0,0.6113740000000001,0.882569,0.389572,-0.386334,-0.802438,-0.152138
1106.0,0.617676,0.899048,0.417999,0.092079,-1.2212,-0.125515
1107.0,0.645752,0.853043,0.482727,0.320936,-1.690207,-0.074868
1108.0,0.651566,0.811126,0.484192,0.034734,-2.127643,-0.026269
1109.0,0.587738,0.90831,0.428711,0.059874,-2.43857,0.081251
1110.0,0.600082,0.975296,0.341339,0.590049,-2.747067,0.242891
1111.0,0.5946049999999999,0.887283,0.265976,0.658429,-2.927333,0.38739
1112.0,0.5450590000000001,0.817795,0.201569,0.176185,-2.897162,0.530594
1113.0,0.52356,0.783493,0.096786,-0.64932,-2.750797,0.607248
1114.0,0.48819,0.8903499999999999,0.05841,-0.9676340000000002,-2.606104,0.632648
1115.0,0.468597,0.995834,-0.0152739999999999,-0.464699,-2.549439,0.709152
1116.0,0.49617,0.945099,-0.0041959999999999,-0.145501,-2.619902,0.841422
1117.0,0.472244,0.690155,0.0225519999999999,-1.201007,-2.636507,0.863469
1118.0,0.422943,0.725769,0.0251919999999999,-1.908191,-2.812644,0.7551379999999999
1119.0,0.403931,0.922394,-0.053147,-1.265359,-2.974353,0.688609
1120.0,0.385055,0.956207,-0.114319,-0.403765,-3.208237,0.709256
1121.0,0.314774,0.774124,-0.166184,-0.693804,-3.240226,0.713564
1122.0,0.214004,0.743881,-0.308899,-1.140411,-3.085446,0.694542
1123.0,0.264023,0.7733299999999999,-0.403992,-1.218597,-2.95848,0.639266
1124.0,0.32074,0.8284450000000001,-0.438446,-1.229815,-2.812549,0.554106
1125.0,0.3221429999999999,0.87584,-0.488037,-0.724748,-2.788695,0.513499
1126.0,0.331909,0.807053,-0.463165,-0.773293,-2.703354,0.476697
1127.0,0.280137,0.7637790000000001,-0.485626,-0.895792,-2.512335,0.380409
1128.0,0.295517,0.74292,-0.526352,-1.076652,-2.353067,0.305596
1129.0,0.30252,0.7446749999999999,-0.456024,-1.125304,-2.246323,0.187915
1130.0,0.332092,0.82991,-0.445557,-0.813822,-2.329231,0.12842
1131.0,0.321136,0.738816,-0.460586,-0.912951,-2.307524,0.0727239999999999
1132.0,0.319199,0.7559509999999999,-0.487884,-0.995483,-2.235835,-0.005029
1133.0,0.307282,0.800277,-0.476288,-1.142167,-2.11073,-0.080455
