timestamp,ax,ay,az,wx,wy,wz
1945.0,0.8619989999999998,0.896347,-0.6754910000000001,2.099642,-0.626972,-0.491577
1946.0,1.146484,0.32074,-0.584152,1.622537,-1.156374,-0.403256
1947.0,1.292892,0.50409,-0.6684110000000001,0.495233,-1.687427,-0.548931
1948.0,1.224274,0.494705,-0.7827149999999999,-0.63921,-1.920568,-0.682639
1949.0,1.298797,0.482163,-0.671769,-1.180169,-2.161838,-1.013295
1950.0,1.2991180000000002,0.557266,-0.688156,-0.763089,-2.198118,-1.18938
1951.0,1.338913,0.587982,-0.704453,-0.268252,-2.318898,-1.248406
1952.0,1.3120729999999998,0.7308049999999999,-0.702148,0.913968,-2.412381,-1.228307
1953.0,1.382858,0.825088,-0.811829,2.373331,-2.444068,-1.195623
1954.0,1.557556,0.7016450000000001,-0.8188169999999999,2.544656,-2.758346,-1.312762
1955.0,1.539353,0.587387,-0.917877,2.052882,-3.160819,-1.399097
1956.0,1.583969,0.720779,-1.063507,2.129043,-3.404704,-1.414258
1957.0,1.661636,0.754364,-1.070358,2.420848,-3.585404,-1.489055
1958.0,1.776703,0.603394,-0.963898,2.177065,-3.827132,-1.497103
1959.0,1.786865,0.521133,-1.013153,1.750044,-4.130903,-1.567495
1960.0,1.585007,0.465408,-1.069458,1.776369,-4.16828,-1.537346
1961.0,1.616745,0.404404,-1.045654,1.903425,-4.300803,-1.436663
1962.0,1.550522,0.232711,-0.972626,1.450415,-4.483479,-1.322033
1963.0,1.3724980000000002,0.172699,-0.8910679999999999,0.945913,-4.638333,-1.196398
1964.0,1.31456,0.193023,-0.816467,0.973752,-4.540788,-1.038315
1965.0,1.279755,0.149017,-0.753326,1.290795,-4.535761,-0.867666
1966.0,1.09108,0.187897,-0.6488039999999999,2.145704,-4.435834,-0.656153
1967.0,0.967835,0.21901,-0.5762940000000001,2.529754,-4.123726,-0.37452
1968.0,0.859878,-0.026535,-0.568039,1.661586,-3.99434,-0.230366
1969.0,0.7515259999999999,-0.034957,-0.483185,0.671101,-3.866651,-0.092232
1970.0,0.571961,-0.0102389999999999,-0.556946,0.315574,-3.716618,0.003965
1971.0,0.395493,0.0722049999999999,-0.53302,0.391452,-3.551081,0.11917
1972.0,0.375626,0.099747,-0.432892,0.367707,-3.333982,0.138247
1973.0,0.252456,0.0017089999999999,-0.36557,-0.326191,-3.160176,0.064584
1974.0,0.1382139999999999,0.0152279999999999,-0.27832,-0.714406,-2.903474,0.056103
1975.0,0.0033719999999999,0.199387,-0.396255,-0.8511269999999999,-2.859001,-0.190678
1976.0,-0.158875,0.093094,-0.324279,-1.188148,-2.757742,-0.245442
1977.0,-0.185592,-0.055359,-0.198349,-1.341428,-2.589797,-0.489126
1978.0,-0.3158569999999999,-0.006027,-0.1946559999999999,-0.896866,-2.433806,-0.528323
1979.0,-0.411438,0.038376,-0.1937859999999999,-0.454735,-2.315058,-0.55908
