frame,accx_l,accy_l,accz_l,gyrox_l,gyroy_l,gyroz_l
24617.0,-0.9167481141692151,-0.1530761773700306,-0.056640632008154945,0.48624855,0.17348567,0.17226394
24617.0,-0.8725586136595309,-0.13037109072375128,-0.036621096839959226,0.3652973,0.09407321,0.123394735
24618.0,-0.8393554536187563,-0.1430664118246687,-0.022705078491335372,0.23457217,0.05009093,0.08307764
24618.0,-0.8361816513761468,-0.17602539245667687,-0.00805664118246687,0.14049895,0.03298671,0.043982282
24618.0,-0.8439941896024465,-0.18774413863404688,-0.0007324218858307848,0.09285148,0.014660761,0.014660761
24619.0,-0.8400878695208971,-0.2006835983690112,0.01611328236493374,0.05375612,-0.00610865,-0.01588249
24619.0,-0.8361816513761468,-0.22338868501529052,0.04931640876656473,0.010995571,-0.00977384,-0.04153882
24619.0,-0.8437500509683996,-0.2663574413863405,0.08959961569826708,0.00855211,0.00488692,-0.04642574
24619.0,-0.8540039755351682,-0.3200683588175331,0.10351562691131497,0.073303804,0.021991141,-0.04276055
24620.0,-0.8725586136595309,-0.34643556574923545,0.09399414271151886,0.1832595,0.040317092,-0.03420844
24620.0,-0.89135749235474,-0.3291015800203873,0.04858398572884811,0.24678947,0.05375612,-0.018325951
24620.0,-0.9367676860346584,-0.3015136901121305,0.06079101936799185,0.26022848,0.03420844,-0.00855211
24621.0,-0.9873046890927624,-0.28808595310907237,0.008789062589194699,0.21380275,0.04642574,0.00244346
24621.0,-1.0124511722731906,-0.3144531294597349,-0.028076172273190623,0.26633716,0.036651902,0.03420844
24621.0,-1.0148926605504587,-0.3076172069317023,-0.015625001019367993,0.3249802,-0.00855211,0.058643043
24621.0,-1.0087890927624872,-0.28808595310907237,-0.0034179690112130477,0.37751457,-0.02321287,0.07696899
24622.0,-1.0219726809378185,-0.2626953211009174,0.005859375127420998,0.3946188,-0.021991141,0.080634184
24622.0,-1.0322266055045872,-0.24145509683995922,0.013183595310907237,0.3652973,-0.02076941,0.07941245
24622.0,-1.036865239551478,-0.2094726707441386,0.01782226605504587,0.2809979,-0.01954768,0.054977853
24623.0,-0.9953613659531091,-0.18505860346585115,0.03369140672782874,0.1832595,-0.018325951,0.021991141
24623.0,-0.9506835881753314,-0.20239257900101937,0.05224609582059123,0.10629051,0.0036651902,-0.01710422
24623.0,-0.9138184505606523,-0.22241211009174314,0.06860351681957186,0.07208207,0.05619958,-0.061086502
24623.0,-0.9042969418960244,-0.2375488481141692,0.08886718960244648,0.10384705,0.11484262,-0.10506878
24624.0,-0.9011230377166156,-0.25219727828746175,0.09545899082568807,0.15271625,0.16493355,-0.15027279
24624.0,-0.8898926605504586,-0.25756837920489295,0.08959961569826708,0.17592913,0.20280719,-0.19181162
24624.0,-0.8881835881753313,-0.27099610601427115,0.08374023445463813,0.19669853,0.24556774,-0.21991141
24625.0,-0.9155273190621813,-0.2705078287461774,0.05908203160040774,0.21380275,0.27855444,-0.24678947
24625.0,-0.9594726809378185,-0.24462890927624872,0.02465820489296636,0.20525065,0.2809979,-0.2651154
24625.0,-0.9790039755351682,-0.22875978593272167,-0.022460937818552497,0.17592913,0.24068081,-0.2736675
24626.0,-0.9707031600407747,-0.2407226605504587,-0.04418945565749235,0.0977384,0.17959431,-0.27611098
24626.0,-0.9626465341488277,-0.25683594291539247,-0.045410156982670744,0.010995571,0.12095127,-0.2651154
24626.0,-0.9719239551478083,-0.273193374108053,-0.043212895005096834,-0.051312663,0.074525535,-0.24923292
