frame,accx_l,accy_l,accz_l,gyrox_l,gyroy_l,gyroz_l
5772.0,-0.9252930682976555,0.08056640774719674,0.24145509683995922,-0.10751224,-0.00855211,0.6267475
5772.0,-0.951416004077472,0.15014649337410804,0.17504883792048928,-0.14782934,0.014660761,0.5619958
5772.0,-0.9289550968399592,0.12817383282364933,0.21240234454638124,-0.19425507,0.00855211,0.4679226
5772.0,-0.9316406727828747,0.015380860346585116,0.2407226605504587,-0.12705992,0.0036651902,0.39584053
5773.0,-1.0104980632008154,0.05126953109072374,0.19873047910295616,0.018325951,-0.02076941,0.366519
5773.0,-1.0043944954128439,-0.011962891437308868,0.24975588175331292,0.05375612,-0.02687806,0.40561438
5773.0,-0.9824219164118245,0.05029297145769623,0.23461914373088685,0.0488692,0.01588249,0.4508184
5774.0,-0.9248046890927624,0.1926269622833843,0.22705080530071356,-0.0073303804,0.080634184,0.4263838
5774.0,-0.9023438328236493,0.2673339857288481,0.20019532110091742,-0.051312663,0.109955706,0.28221965
5774.0,-0.8874511722731905,0.2783203261977574,0.1696777370030581,-0.05253439,0.10506878,0.05375612
5774.0,-0.9257813455657492,0.20751953109072374,0.15356445463812435,-0.01588249,0.04153882,-0.14660761
5775.0,-1.0156250764525994,0.0034179690112130477,0.1967773496432212,0.030543251,-0.01710422,-0.23579389
5775.0,-1.0600587155963304,-0.09912109683995922,0.1625976656472987,0.036651902,-0.07941245,-0.14416414
5775.0,-0.9763183486238532,0.0,0.1794433639143731,-0.03420844,-0.09285148,0.02687806
5776.0,-0.932861365953109,0.107177747196738,0.2465820489296636,-0.10384705,-0.08307764,0.10506878
5776.0,-0.9145508664627929,0.12768555555555555,0.30053711518858306,-0.06597342,-0.01343903,0.074525535
5776.0,-0.9179688073394495,0.1967773496432212,0.24829102956167176,0.03787363,0.05742131,-0.036651902
5777.0,-0.9624024464831803,0.12646484199796124,0.18041992864424058,0.102625325,0.06963861,-0.15271625
5777.0,-1.0051270132517838,0.10424805300713556,0.11474609582059124,0.11972954,0.00855211,-0.20280719
5777.0,-0.9782715596330276,0.022949219164118247,0.22387696228338427,0.040317092,-0.047647472,-0.1624901
5778.0,-0.9731445463812436,-0.0036621095820591233,0.24584964322120284,-0.01343903,-0.014660761,-0.073303804
5778.0,-0.9472656472986748,0.07275390927624872,0.24291992864424056,-0.03787363,0.04520401,-0.00977384
5778.0,-0.9621582059123344,0.07714844036697248,0.2375488481141692,-0.029321522,0.08429937,0.0036651902
5779.0,-0.958251987767584,0.09594726809378185,0.19116212028542304,0.0122173,0.09162975,-0.00488692
5779.0,-0.9697266055045872,0.0866699235474006,0.1826171967380224,0.030543251,0.07086034,-0.01954768
5779.0,-0.99291997961264,0.09008789398572885,0.17553711518858306,0.01954768,0.03298671,-0.01588249
5780.0,-0.9755859327217126,0.10888672782874619,0.1782226605504587,-0.00855211,0.00122173,-0.03420844
5780.0,-0.960693374108053,0.07666015800203874,0.22021484199796124,-0.03543017,-0.01343903,-0.05375612
5780.0,-0.944335983690112,0.10986328236493374,0.21655275229357795,-0.04276055,0.00610865,-0.07086034
5780.0,-0.9377441386340468,0.12133790010193679,0.22558595310907237,-0.03787363,0.030543251,-0.10384705
5781.0,-0.9509278287461773,0.0817871121304791,0.24194335372069317,-0.00855211,0.058643043,-0.14294241
5781.0,-0.9680176350662588,0.09301758103975534,0.197021498470948,0.01588249,0.074525535,-0.16859874
5781.0,-0.9672852191641181,0.10937500509683995,0.17236329255861366,0.014660761,0.058643043,-0.18814643
5782.0,-0.9777831804281345,0.03466796941896024,0.2097167991845056,-0.00244346,0.03298671,-0.19058989
5782.0,-0.9804688073394495,0.07714844036697248,0.1918945361875637,-0.0036651902,0.02687806,-0.1710422
5782.0,-0.9760743119266054,0.0668945361875637,0.1960449235474006,-0.03176498,0.0244346,-0.1624901
5783.0,-0.9628906218144749,0.07006836493374108,0.21020508664627932,-0.030543251,0.01710422,-0.16859874
5783.0,-0.9528808358817533,0.1030273496432212,0.19506836901121305,-0.021991141,0.0122173,-0.1869247
5783.0,-0.9558106014271152,0.10107422018348623,0.20654298674821608,-0.01954768,0.00488692,-0.23335044
5783.0,-0.9641113149847094,0.10571289500509684,0.18969726809378185,-0.01343903,0.0,-0.29321522
5783.0,-0.963134862385321,0.1218261875637105,0.17529296636085626,-0.021991141,-0.0244346,-0.37140593
5784.0,-0.9655761467889908,0.1022949235474006,0.17578125382262996,-0.03420844,-0.05986477,-0.45814875
5784.0,-0.9562988786952089,0.11791991845056063,0.1779785219164118,-0.04276055,-0.08918629,-0.55100024
5785.0,-0.9362793068297656,0.13110351681957186,0.18212890927624872,-0.04520401,-0.10751224,-0.6682863
