timestamp,ax,ay,az,wx,wy,wz
925.0,1.307175,0.0637969999999999,-1.1600800000000002,0.300709,-0.379678,0.029987
926.0,1.294235,0.0890499999999999,-0.932113,-1.264385,-1.373944,-0.261997
927.0,1.268341,0.2359619999999999,-0.822052,-2.243844,-1.865899,-0.565196
928.0,1.290253,0.379792,-0.8452149999999999,-2.414521,-2.035256,-0.752026
929.0,1.381103,0.507415,-0.8520969999999999,-2.024743,-2.09596,-0.8966059999999999
930.0,1.413193,0.534958,-0.7666470000000001,-1.354013,-2.170434,-1.020114
931.0,1.430511,0.5646370000000001,-0.7536010000000001,-0.634325,-2.180287,-1.071516
932.0,1.513138,0.592865,-0.764771,-0.1363059999999999,-2.2787580000000003,-1.1155620000000002
933.0,1.579071,0.582992,-0.7436520000000001,-0.197561,-2.593244,-1.266928
934.0,1.6203299999999998,0.560455,-0.70691,-0.495939,-2.750461,-1.451326
935.0,1.707184,0.641632,-0.654998,-0.731111,-3.001311,-1.7733330000000005
936.0,1.715836,0.5942689999999999,-0.6222989999999999,-0.934418,-3.32674,-2.100289
937.0,1.657196,0.625977,-0.615448,-1.180198,-3.473348,-2.381868
938.0,1.641907,0.700531,-0.6048119999999999,-1.11309,-3.46149,-2.633204
939.0,1.6395560000000002,0.7010350000000001,-0.609726,-0.856656,-3.526928,-2.859553
940.0,1.56044,0.7079009999999999,-0.603775,-0.609676,-3.5690730000000004,-2.9912490000000003
941.0,1.499298,0.667557,-0.6205449999999999,-0.461463,-3.5192900000000003,-3.178568
942.0,1.441025,0.664779,-0.660568,-0.462908,-3.5585190000000004,-3.264866
943.0,1.363541,0.702866,-0.662796,-0.358468,-3.529065,-3.280363
944.0,1.297073,0.693512,-0.6020810000000001,-0.266374,-3.590014,-3.289753
945.0,1.203171,0.666748,-0.5876920000000001,-0.464971,-3.687139,-3.337442
946.0,1.086273,0.6869200000000001,-0.6218560000000001,-0.629173,-3.734409,-3.364348
947.0,0.945206,0.77565,-0.5870660000000001,-0.340765,-3.604531,-3.3685620000000003
948.0,0.8798819999999999,0.826401,-0.587601,0.168155,-3.366909,-3.362018
949.0,0.8424070000000001,0.718796,-0.619217,0.359825,-3.4643839999999995,-3.365762
950.0,0.671509,0.7223970000000001,-0.633896,0.248291,-3.694999,-3.286724
951.0,0.4793550000000001,0.7606499999999999,-0.659104,0.5631619999999999,-3.512268,-3.126541
952.0,0.4338529999999999,0.799454,-0.571075,1.225527,-3.133943,-2.941963
953.0,0.523437,0.676743,-0.6439059999999999,1.187627,-3.163627,-2.925511
954.0,0.462128,0.615265,-0.5983280000000001,0.209278,-3.679443,-2.937004
955.0,0.288833,0.6827850000000001,-0.4549550000000001,-0.6060479999999999,-3.648761,-3.070074
956.0,0.2249759999999999,0.685425,-0.322983,-0.723799,-3.623383,-3.3953900000000004
957.0,0.164475,0.6088100000000001,-0.268646,-0.837477,-3.649083,-3.724961
958.0,0.107269,0.572708,-0.234634,-0.900589,-3.3655660000000003,-3.910788
959.0,0.0921779999999998,0.52475,-0.1565389999999999,-0.733067,-3.155007,-4.22006
960.0,0.045379,0.436859,-0.07811,-0.424471,-2.962191,-4.377214
961.0,0.043258,0.344085,-0.015961,-0.035071,-2.727242,-4.439471
962.0,0.08725,0.1660309999999999,0.030182,0.218502,-2.681148,-4.541155000000002
963.0,0.0448150000000002,-0.091522,0.134613,0.062524,-2.853947,-4.596842
964.0,-0.091217,-0.236298,0.186004,-0.378125,-2.714456,-4.373061
965.0,-0.0330960000000001,-0.20758,0.181228,-0.672602,-2.485981,-4.224796
966.0,0.009217,-0.304611,0.186127,-0.6646270000000001,-2.602887,-4.327015
967.0,-0.0196079999999999,-0.509567,0.294327,-0.905888,-2.487197,-4.29416
968.0,0.091507,-0.5728310000000001,0.403366,-1.28008,-2.358425,-4.168437
969.0,0.0821220000000001,-0.8548129999999999,0.514648,-1.237348,-2.361791,-4.150797
970.0,-0.0932009999999998,-1.209092,0.552658,-1.135756,-2.053296,-3.652858
