timestamp,ax,ay,az,wx,wy,wz
735.0,1.062118,0.335113,0.037415,0.100426,-0.00449,0.004114
736.0,1.045517,0.329834,0.064835,0.086175,0.037296,-0.13729
737.0,1.062728,0.326462,0.0793,0.113303,0.053941,-0.230725
738.0,1.062882,0.2650450000000001,0.096084,0.1602289999999999,0.034074,-0.196544
739.0,1.013687,0.198593,0.053498,0.117734,0.012493,-0.219697
740.0,0.986877,0.249191,0.008987,0.053182,0.02288,-0.222175
741.0,1.013321,0.2550049999999999,-0.0002289999999999,0.014549,0.02626,-0.158983
742.0,1.049973,0.2099,0.0858,-0.021848,0.072104,-0.121622
743.0,1.0970609999999998,0.2095649999999999,0.1373589999999999,-0.045563,0.081592,-0.122177
744.0,1.104584,0.2289579999999999,0.101913,-0.105016,0.042867,-0.153045
745.0,1.1066129999999998,0.241639,0.098007,-0.198383,0.111484,-0.19704
746.0,1.1194,0.2181239999999999,0.067215,-0.127117,0.191315,-0.254744
747.0,1.140809,0.266281,0.018799,-0.109144,0.238915,-0.327226
748.0,1.176239,0.267883,0.069611,-0.185283,0.1638369999999999,-0.374215
749.0,1.169251,0.369507,0.124573,-0.28509,0.107789,-0.429289
750.0,1.153,0.47287,0.109268,-0.259963,0.09713,-0.450036
751.0,1.186447,0.480621,0.090927,-0.175846,0.100921,-0.398161
752.0,1.159226,0.537552,0.042496,-0.206273,0.118971,-0.386105
753.0,1.1417389999999998,0.5303800000000001,0.089371,-0.322167,0.035601,-0.361316
754.0,1.1382599999999998,0.574005,0.163101,-0.255838,-0.026001,-0.379816
755.0,1.13858,0.6773680000000001,0.146179,-0.1461569999999999,-0.069823,-0.289761
756.0,1.075791,0.6806490000000001,0.102097,-0.106082,-0.114007,-0.218222
757.0,0.995423,0.6966399999999999,0.061035,-0.182137,-0.1590069999999999,-0.215254
758.0,0.998871,0.7129979999999999,0.153,-0.260307,-0.167547,-0.162413
759.0,1.006958,0.748703,0.18515,-0.194427,-0.173029,-0.03937
760.0,0.910507,0.762741,0.146194,-0.0566789999999999,-0.134303,-0.065553
761.0,0.8761450000000001,0.8051600000000001,0.137573,-0.161658,-0.263727,-0.098929
762.0,0.8815000000000001,0.7747040000000001,0.232193,-0.321195,-0.3736,-0.020466
763.0,0.8760380000000001,0.804413,0.2139739999999999,-0.282819,-0.381466,0.074279
764.0,0.8628229999999999,0.773071,0.171006,-0.32715,-0.411291,0.1044869999999999
765.0,0.7453460000000001,0.6953590000000001,0.114929,-0.52568,-0.5017739999999999,0.05291
766.0,0.72551,0.7287899999999999,0.203949,-0.846566,-0.538959,0.100876
767.0,0.737442,0.7235259999999999,0.238754,-0.8783270000000001,-0.598362,0.166743
768.0,0.7510069999999999,0.682342,0.171052,-0.8761899999999999,-0.5639930000000001,0.220985
769.0,0.730683,0.6847690000000001,0.16626,-0.8920549999999999,-0.494738,0.240488
770.0,0.668914,0.714889,0.1191859999999999,-0.871042,-0.375163,0.284979
