frame,accx_l,accy_l,accz_l,gyrox_l,gyroy_l,gyroz_l
53782.0,-1.956787257900102,-1.6262207951070335,0.9958496432212028,0.6462952,-5.037193,-0.7134903
53782.0,-1.6125489296636086,-1.192382874617737,1.1796875637104993,2.6364934,-5.569867,-0.610865
53782.0,-1.3879394495412845,-0.9375001019367991,1.3671875637104995,4.230851,-5.7005925,-0.74281186
53782.0,-1.2648926605504587,-0.7460937818552498,1.3422852191641181,5.3242993,-5.495342,-0.9737188
53782.0,-1.2697754332313966,-0.5358886850152905,1.1118164627930682,5.965708,-5.1202707,-1.12277
53783.0,-1.3466797145769622,-0.3671875025484199,0.7307129459734965,6.1172023,-4.721987,-1.1276568
53783.0,-1.5310059123343527,-0.2912597655453618,0.489746126401631,5.7641225,-4.4287715,-1.0665703
53783.0,-1.7731933741080528,-0.3098144750254842,0.15478515800203874,5.1789136,-4.338363,-0.89308465
53783.0,-2.000244240570846,-0.34252931702344547,-0.06542968909276249,4.393341,-4.508184,-0.6462952
53783.0,-2.1567384301732924,-0.366699245667686,-0.2097167991845056,3.6725204,-4.849046,-0.3127629
53784.0,-2.2338867482161056,-0.366943374108053,-0.298583995922528,3.1984892,-5.2290044,0.05253439
53784.0,-2.229492252803262,-0.33618165137614675,-0.3266601630988787,2.9993472,-5.607741,0.3946188
53784.0,-2.202880937818552,-0.3332519673802242,-0.2702636901121305,3.0640988,-5.9608207,0.68539053
53784.0,-2.165771661569827,-0.35693360856269113,-0.26074219164118245,3.1435113,-6.1648498,0.99570996
53784.0,-2.1630859327217125,-0.3198242303771661,-0.23095705402650357,3.027447,-6.1880627,1.3439031
53785.0,-2.208251987767584,-0.34057617737003054,-0.17724610601427115,2.7708838,-6.0988765,1.6823223
53785.0,-2.3315431192660547,-0.3964843832823649,-0.14624024464831803,2.4373515,-5.9693727,1.9767592
53785.0,-2.4667969418960243,-0.4604492354740061,-0.1701660244648318,2.1380274,-5.8985124,2.2821918
53785.0,-2.5583496432212027,-0.5354004077471967,-0.20654298674821608,1.9437724,-5.909508,2.5741851
53785.0,-2.600097859327217,-0.5852050968399591,-0.2885742405708461,1.7092003,-5.9498253,2.7953184
53785.0,-2.6291503567787973,-0.5576172273190622,-0.3430175942915392,1.3133597,-5.9950294,2.9309304
53785.0,-2.631347808358817,-0.5585937818552497,-0.47900392456676855,0.61941713,-6.059781,2.8967218
53786.0,-2.609130988786952,-0.6000976554536187,-0.5520019367991845,-0.36896247,-6.1966147,2.7293448
53786.0,-2.4980468909276246,-0.7023926095820591,-0.6472168195718654,-1.1643087,-6.3994217,2.6254978
53786.0,-2.290771661569827,-0.8168945973496432,-0.7780761875637104,-1.534493,-6.6181116,2.5118768
53786.0,-2.1164550458715596,-0.9531250764525993,-0.7624511722731906,-1.6481138,-6.787932,2.221105
53786.0,-1.9785156982670742,-1.226074209989806,-0.7443848114169215,-1.2913686,-6.8612356,1.7434088
53786.0,-1.7883300713557593,-1.6315919469928644,-0.8972168195718655,-0.7770203,-7.050604,1.194852
53787.0,-1.4567871559633025,-1.8266602446483178,-1.02734373088685,-0.52167875,-7.4953136,0.8747587
53787.0,-0.9108887869520897,-1.8020019367991844,-1.213379001019368,0.0855211,-8.020658,0.8161157
53787.0,-0.2143554841997961,-1.8186036697247707,-1.5805664627930682,1.1911868,-8.338307,0.75991607
53787.0,0.7714844036697247,-1.7785645259938836,-2.1977540265035675,1.9596549,-8.089074,0.68661225
53787.0,2.120605504587156,-1.400878899082569,-2.7690430173292557,2.0439544,-7.109247,0.09896013
53787.0,3.062255963302752,-1.1208496432212027,-2.9267577981651374,2.299296,-5.4195943,-1.235169
53787.0,3.076660244648318,-1.0922852191641181,-3.02954118246687,2.3750432,-2.674367,-1.9511029
53788.0,2.523193374108053,-1.0,-3.3693848114169214,1.6261227,-0.4276055,-2.1429145
53788.0,2.4294434250764527,-0.9870605504587155,-3.551025484199796,0.97982746,0.23457217,-2.5961764
53788.0,2.995361569826707,-0.8674316004077471,-3.308593883792049,0.6670646,0.7354815,-2.8893914
53788.0,2.9704590214067275,-0.6716308868501529,-3.09204118246687,0.40927956,2.063502,-2.968804
53788.0,2.162597757390418,-0.5378418348623852,-2.835693476044852,0.05619958,3.6309817,-2.7623315
53788.0,1.5109864424057085,-0.41210940876656466,-2.4189454638124364,-0.32620192,4.7061043,-2.3689346
53789.0,1.0239257900101937,-0.42895507645259934,-1.9492189602446484,-0.6682863,5.453803,-1.9804244
53789.0,0.5756835881753313,-0.5642089704383282,-1.4858399592252802,-0.9737188,6.2699184,-1.6468921
53789.0,0.06469726809378186,-0.7131348114169215,-1.0317383282364931,-1.0885614,7.1666684,-1.3744463
53789.0,-0.5939941488277267,-0.8464355759429153,-0.6389160550458715,-0.8222243,7.7750897,-1.0897832
53789.0,-1.198730479102956,-0.9824219164118245,-0.5986328236493375,-0.3457496,7.9766755,-0.7770203
53790.0,-1.661621100917431,-0.9714355759429154,-0.5185547400611621,-0.09162975,7.949797,-0.6255258
53790.0,-2.0344239551478083,-0.8708496941896025,-0.4221191641182467,-0.018325951,7.811742,-0.64140826
53790.0,-2.3244629969418957,-0.7502441386340468,-0.36743166156982665,-0.074525535,7.5539565,-0.6438517
