-9.030000000000000249e-01,4.069999999999999729e-01,1.380000000000000115e-01,4.066617157146788439e-03,-1.527163095495038397e-02,2.221804137788781219e-02
-9.429999999999999494e-01,5.050000000000000044e-01,1.590000000000000024e-01,2.092649773141201305e-02,-1.846558348610000816e-02,2.836160034490785645e-02
-9.230000000000000426e-01,4.269999999999999907e-01,1.330000000000000071e-01,3.764675196551768577e-02,-2.446951611296049878e-02,3.806563098599632933e-02
-8.890000000000000124e-01,3.599999999999999867e-01,-7.900000000000000078e-02,4.881685917828140070e-02,-1.991420676525530037e-02,4.454080251089528875e-02
-1.008000000000000007e+00,3.830000000000000071e-01,-1.509999999999999953e-01,3.380702761113016375e-02,-1.101302758008422013e-02,4.347615166717875429e-02
-9.949999999999999956e-01,4.759999999999999787e-01,-4.100000000000000172e-02,-1.448623279155293510e-03,-4.939281783143951825e-03,4.150392961242516110e-02
-1.044999999999999929e+00,2.680000000000000160e-01,-8.000000000000000167e-03,-1.996656664281512908e-02,-3.700098014227978360e-03,3.726277953007893495e-02
-9.669999999999999707e-01,1.559999999999999998e-01,1.010000000000000064e-01,-3.735004599267865034e-03,-3.403392041388942930e-03,3.038618227722127835e-02
-8.790000000000000036e-01,3.689999999999999947e-01,2.270000000000000073e-01,1.366592804311560043e-02,-4.974188368183838499e-03,2.647664475275397777e-02
-8.349999999999999645e-01,4.440000000000000058e-01,2.200000000000000011e-01,1.644100155378658279e-02,-8.395033702092725633e-03,1.680752069670539417e-02
-7.610000000000000098e-01,4.929999999999999938e-01,2.099999999999999922e-01,1.186823891356144148e-02,-9.529497715889040377e-03,9.337511498169663235e-03
-8.539999999999999813e-01,6.149999999999999911e-01,2.520000000000000018e-01,1.064650843716541048e-02,-9.162978572970230731e-03,5.881759579220891161e-03
-8.489999999999999769e-01,7.019999999999999574e-01,5.099999999999999672e-02,6.143558967020039917e-03,-8.133234314293576878e-03,3.857177646907468394e-03
-8.709999999999999964e-01,8.920000000000000151e-01,-7.599999999999999811e-02,1.047197551196597624e-03,-3.176499238629679547e-03,5.550147021341968190e-03
-8.509999999999999787e-01,7.059999999999999609e-01,-1.799999999999999864e-02,2.391101075232231546e-03,-2.705260340591210746e-03,6.422811647339132443e-03
-8.139999999999999458e-01,9.689999999999999725e-01,1.630000000000000060e-01,1.188569220608138438e-02,-4.258603374866163846e-03,3.717551306747921697e-03
-7.930000000000000382e-01,6.119999999999999885e-01,-3.300000000000000155e-02,-1.052433538952580669e-02,1.919862177193762528e-03,-3.490658503988659290e-05
-9.060000000000000275e-01,1.201000000000000068e+00,3.220000000000000084e-01,-1.980948701013563948e-02,3.665191429188092119e-03,4.502949470145370565e-03
-8.830000000000000071e-01,9.160000000000000364e-01,6.370000000000000107e-01,-1.151917306316257647e-03,-6.771877497737999185e-03,3.298672286269282907e-03
-8.689999999999999947e-01,6.730000000000000426e-01,3.930000000000000160e-01,1.267109036947883238e-02,-1.073377489976512673e-02,-2.792526803190927432e-04
-7.950000000000000400e-01,6.410000000000000142e-01,2.810000000000000275e-01,3.012438288942212786e-02,-1.464331242423242384e-02,-1.378810109075520379e-03
-5.210000000000000187e-01,5.020000000000000018e-01,-3.699999999999999956e-01,1.420698011123384084e-02,-6.632251157578452488e-03,-5.934119456780720739e-03
-3.850000000000000089e-01,1.056000000000000050e+00,-1.839999999999999969e-01,-2.816961412718848104e-02,1.710422666954442917e-03,-6.963863715457375460e-03
-6.959999999999999520e-01,8.800000000000000044e-01,-2.260000000000000064e-01,6.038839211900379894e-03,-6.806784082777885209e-04,2.321287905152458631e-03
-7.640000000000000124e-01,6.029999999999999805e-01,4.309999999999999942e-01,2.443460952792061557e-03,-5.899212871740834065e-03,-1.570796326794896545e-04
-6.949999999999999512e-01,7.199999999999999734e-01,4.040000000000000258e-01,9.616764178488756629e-03,-4.886921905584123114e-03,-7.155849933176751951e-04
-6.119999999999999885e-01,8.329999999999999627e-01,2.109999999999999931e-01,-5.689773361501514887e-03,8.028514559173915554e-04,-3.228859116189509559e-03
-6.860000000000000542e-01,8.169999999999999485e-01,1.039999999999999952e-01,-6.719517620178168740e-03,3.316125578789226244e-03,-7.661995416255106342e-03
-7.770000000000000240e-01,5.839999999999999636e-01,1.260000000000000009e-01,-3.577924966588375433e-03,6.457718232379018467e-04,-6.091199089460209472e-03
-7.449999999999999956e-01,5.709999999999999520e-01,5.500000000000000028e-02,4.345869837465880965e-03,1.117010721276370973e-03,-8.831366015091306892e-03
-7.800000000000000266e-01,7.219999999999999751e-01,2.429999999999999938e-01,1.047197551196597624e-03,-3.839724354387524948e-04,-1.021017612416682749e-02
-7.770000000000000240e-01,6.540000000000000258e-01,1.839999999999999969e-01,5.113814708343385196e-03,-5.235987755982988122e-04,-1.132718684544319933e-02
-7.740000000000000213e-01,6.989999999999999547e-01,1.640000000000000069e-01,4.607669225265030588e-03,-1.570796326794896545e-04,-1.312487597499735828e-02
-7.690000000000000169e-01,7.540000000000000036e-01,1.100000000000000006e-01,3.019419605950189947e-03,-4.537856055185256806e-04,-1.324704902263696207e-02
-8.020000000000000462e-01,6.939999999999999503e-01,1.010000000000000064e-01,2.914699850830530358e-03,-8.028514559173915554e-04,-1.279326341711843618e-02
-8.149999999999999467e-01,7.079999999999999627e-01,4.200000000000000261e-02,3.822271061867581719e-03,2.181661564992911934e-03,-1.225221134900019229e-02
-8.529999999999999805e-01,7.530000000000000027e-01,8.599999999999999312e-02,4.101523742186674246e-03,1.832595714594046060e-03,-5.916666164260777835e-03
-9.290000000000000480e-01,4.610000000000000209e-01,-2.600000000000000089e-01,1.317723585255718872e-02,-1.396263401595463716e-04,-1.396263401595463716e-04
-8.920000000000000151e-01,5.799999999999999600e-01,-2.889999999999999791e-01,3.375466773357033157e-02,9.145525280450287828e-03,-3.263765701229396233e-03
-5.859999999999999654e-01,9.529999999999999583e-01,-2.039999999999999869e-01,2.820452071222836685e-02,8.936085770210967782e-03,2.583087292951607387e-03
-3.310000000000000164e-01,4.969999999999999973e-01,1.630000000000000060e-01,2.700024352835227529e-02,6.667157742618339163e-03,-2.530727415391777809e-03
-4.159999999999999809e-01,8.199999999999999512e-01,4.889999999999999902e-01,8.272860654453121840e-03,-6.579891280018622043e-03,-1.293288975727798114e-02
-6.690000000000000391e-01,9.230000000000000426e-01,1.499999999999999944e-02,1.654572130890624368e-02,-5.777039824101231139e-03,-8.883725892651137337e-03
-8.279999999999999583e-01,3.770000000000000018e-01,-5.999999999999999778e-02,1.705186679198459829e-02,-4.450589592585540120e-03,-8.883725892651137337e-03
-8.559999999999999831e-01,6.009999999999999787e-01,-4.000000000000000083e-02,-2.251474735072685283e-03,-5.044001538263611847e-03,-1.448623279155293424e-02
-8.569999999999999840e-01,7.580000000000000071e-01,-6.700000000000000400e-02,4.363323129985823869e-03,-7.068583470577035482e-03,-1.640609496874669785e-03
-7.880000000000000338e-01,6.430000000000000160e-01,-1.990000000000000102e-01,1.699950691442476958e-02,-6.981317007977318363e-03,2.164208272472968597e-03
-7.630000000000000115e-01,6.899999999999999467e-01,-2.700000000000000178e-01,-7.330382858376184238e-04,-1.291543646475803693e-03,-4.066617157146788439e-03
-8.080000000000000515e-01,8.679999999999999938e-01,-2.220000000000000029e-01,-1.432915315887344464e-02,3.193952531149622884e-03,-1.989675347273535660e-03
-8.739999999999999991e-01,5.060000000000000053e-01,2.400000000000000050e-02,-4.415683007545653446e-03,1.029744258676654287e-03,-1.466076571675236848e-03
-9.290000000000000480e-01,6.049999999999999822e-01,-3.200000000000000067e-02,3.909537524467297971e-03,-2.164208272472968597e-03,-5.567600313861911093e-03
-1.022000000000000020e+00,7.189999999999999725e-01,-7.699999999999999900e-02,-1.729621288726380587e-02,1.151917306316257647e-03,-8.290313946973064743e-03
-1.125999999999999890e+00,6.560000000000000275e-01,-5.299999999999999850e-02,-3.612831551628262194e-02,8.150687606813519781e-03,-6.562437987498679140e-03
-1.153000000000000025e+00,4.540000000000000147e-01,2.999999999999999889e-02,-4.283037984394084952e-02,1.176351915844178232e-02,-2.548180707911721146e-03
-1.169000000000000039e+00,3.669999999999999929e-01,8.999999999999999667e-02,-4.125958351714594657e-02,1.165879940332212143e-02,-2.268928027592628620e-03
-1.127000000000000002e+00,1.940000000000000058e-01,1.160000000000000059e-01,-3.841469683639519433e-02,9.529497715889040377e-03,-4.415683007545653446e-03
-1.082000000000000073e+00,1.729999999999999871e-01,9.900000000000000466e-02,-3.211405823669566395e-02,9.128071987930343190e-03,-6.789330790257942089e-03
-1.068000000000000060e+00,1.910000000000000031e-01,1.140000000000000041e-01,-2.497566159603885685e-02,7.853981633974483484e-03,-9.407324668249436583e-03
-1.054999999999999938e+00,7.399999999999999634e-02,1.199999999999999956e-01,-1.731366617978374878e-02,5.340707511102648145e-03,-1.399754060099452427e-02
-1.006000000000000005e+00,1.100000000000000006e-01,1.680000000000000104e-01,-1.572541656046890987e-02,1.727875959474386254e-03,-2.092649773141201305e-02
-9.449999999999999512e-01,1.360000000000000098e-01,-8.999999999999999320e-03,-1.504473815219112103e-02,-1.745329251994329645e-04,-2.736676267127108667e-02
-9.649999999999999689e-01,1.219999999999999973e-01,-1.000000000000000021e-02,-8.918632477691024879e-03,2.181661564992911934e-03,-2.841396022246768169e-02
-9.449999999999999512e-01,-5.000000000000000104e-03,1.049999999999999961e-01,2.043780554085360135e-02,-2.164208272472968597e-03,-3.103195410045917965e-02
-9.929999999999999938e-01,2.540000000000000036e-01,-1.700000000000000122e-02,3.066543495754036827e-02,-6.457718232379019117e-03,-3.078760800517997206e-02
-9.899999999999999911e-01,3.059999999999999942e-01,-7.399999999999999634e-02,3.333578871309169495e-02,-9.581857593448870822e-03,-2.895501229058592904e-02
-1.006000000000000005e+00,3.459999999999999742e-01,-1.549999999999999989e-01,6.721262949430163725e-02,-1.190314549860132902e-02,-2.532472744643772186e-02
-7.980000000000000426e-01,5.629999999999999449e-01,-2.199999999999999872e-02,5.953318078552657933e-02,-1.314232926751730118e-02,-1.747074581246323838e-02
