frame,accx_l,accy_l,accz_l,gyrox_l,gyroy_l,gyroz_l
47165.0,-4.870117431192661,0.5729980632008155,1.2475586136595311,-6.177067,-1.2608254,4.465423
47165.0,-5.683105606523955,-0.01342773598369011,0.9638672782874618,-6.657207,-2.421469,4.734204
47165.0,-5.1752932721712535,-0.5048828134556574,0.8752441386340468,-6.93454,-4.0158267,4.9797716
47166.0,-4.338623139653414,-0.782470744138634,0.7939453618756371,-7.0200605,-4.97855,4.9223504
47166.0,-3.8156741080530066,-0.8811035677879714,0.6748047298674822,-6.936983,-5.3291864,4.4898577
47166.0,-3.3696289500509686,-0.8752441386340468,0.7236328542303772,-6.5863466,-5.5051155,3.932749
47166.0,-2.8984377166156983,-0.8388671763506624,0.8669434250764525,-5.919282,-5.643171,3.4269526
47167.0,-2.502197349643221,-0.8293456676860346,0.9445801223241589,-4.941898,-5.7176967,2.9969037
47167.0,-2.208984403669725,-0.815673853211009,1.0219726809378185,-3.7763674,-5.734801,2.5912893
47167.0,-1.997802854230377,-0.7319336391437309,0.9621582059123344,-2.652376,-5.723805,2.2504268
47168.0,-1.8625489296636086,-0.5981445769622833,0.8249512742099898,-1.710422,-5.706701,1.9975286
47168.0,-1.7746582059123341,-0.5017090010193679,0.576416004077472,-1.0348053,-5.7042575,1.832595
47168.0,-1.6816406727828743,-0.452880876656473,0.2968750254841998,-0.7660247,-5.788557,1.6884309
47168.0,-1.6118164118246685,-0.5029297247706422,0.09643555147808358,-0.75991607,-5.927834,1.5638144
47169.0,-1.5798340468909275,-0.6086425790010194,-0.08496093781855249,-0.8161157,-6.0206857,1.4953976
47169.0,-1.5983887869520896,-0.6779785423037716,-0.22045900101936797,-0.80878526,-6.00969,1.5125017
47169.0,-1.7001954128440364,-0.6926269724770642,-0.3310546992864424,-0.6658429,-5.915617,1.6200141
47170.0,-1.856689602446483,-0.6511230886850153,-0.38671877675840977,-0.40805784,-5.838648,1.769065
47170.0,-2.0234375127421,-0.6418457084607543,-0.5400390825688073,-0.11117743,-5.860639,1.8741338
47170.0,-2.1960449541284404,-0.6430664322120285,-0.6062011824668705,0.13805549,-5.964486,1.9022336
47171.0,-2.3952638124362893,-0.6804199388379204,-0.5639648827726809,0.4312707,-6.118424,1.9193379
47171.0,-2.507812742099898,-0.7431640774719673,-0.5634765545361875,0.6670646,-6.282136,1.9437724
47171.0,-2.504394597349643,-0.7192383282364934,-0.554199245667686,0.78801584,-6.4605083,2.031737
47172.0,-2.4223633027522933,-0.6760253822629969,-0.49072269113149847,0.82466775,-6.6767545,2.163684
47172.0,-2.2351075433231395,-0.6323242303771661,-0.4741211314984709,0.7440336,-6.833136,2.2883003
47172.0,-2.007812640163099,-0.5991211009174312,-0.47021486238532106,0.5094614,-6.8404665,2.3090696
47172.0,-1.8520509683995923,-0.6223144750254841,-0.48535158002038736,0.22357659,-6.6071157,2.1465797
47173.0,-1.8283692150866464,-0.6931152905198776,-0.5102539245667685,0.03543017,-6.1624064,1.8924598
47173.0,-1.8698731906218145,-0.788574240570846,-0.5854492354740061,0.10751224,-5.696927,1.7030916
47173.0,-1.8833009174311925,-0.8305664627930682,-0.6215820591233435,0.27000234,-5.4550247,1.601688
47174.0,-1.8437501529051985,-0.7644043323139653,-0.5891113557594291,0.37751457,-5.474572,1.5638144
47174.0,-1.7329102956167175,-0.6484375127420998,-0.5590820591233434,0.38117978,-5.578419,1.5357146
47174.0,-1.6274413863404689,-0.5305176044852191,-0.5490723037716615,0.116064355,-5.6126275,1.4086547
47174.0,-1.5646973496432213,-0.46435549439347606,-0.614990254841998,-0.40194917,-5.552763,1.1777477
47175.0,-1.4995118246687054,-0.48242188583078494,-0.708251987767584,-1.0421357,-5.534437,0.8539893
47175.0,-1.421142609582059,-0.6040039449541283,-0.833251987767584,-1.7763954,-5.6224017,0.45570529
47175.0,-1.291992252803262,-0.6899414169215086,-0.9323730886850152,-2.5509722,-5.8166566,0.040317092
47176.0,-1.0937500509683995,-0.6738281651376147,-1.0197754332313964,-3.1202984,-6.0573373,-0.3298671
47176.0,-0.7939453618756371,-0.624267624872579,-1.2045899082568807,-3.402518,-6.3468876,-0.70249474
47176.0,-0.4262695208970438,-0.5334472986748215,-1.4143067278287462,-3.6847377,-6.6816416,-1.117883
47176.0,0.06567383282364933,-0.35522462793068293,-1.5910645259938836,-4.0072746,-6.888114,-1.4892889
47176.0,0.6596679918450561,-0.18530275229357798,-1.6865235474006117,-4.2736115,-6.864901,-1.9266683
47177.0,1.2185059123343527,-0.08300781855249745,-1.8300782874617734,-4.538727,-6.640103,-2.4336863
47177.0,1.8249511722731906,-0.021972656472986747,-2.290039143730887,-4.849046,-6.205167,-2.7574446
47177.0,2.262939449541284,0.04125976554536188,-2.812988481141692,-5.0261974,-5.0237536,-2.6132805
47178.0,2.2558595310907235,0.19433594291539244,-3.4963380224260954,-5.050632,-3.1447332,-2.2785265
47178.0,1.9667971457696227,0.40429688073394493,-3.8930665647298675,-4.9199066,-1.298699,-2.127032
47178.0,1.7795410805300713,0.5637207237512741,-3.5422364933741077,-4.836829,0.18570296,-2.1197016
47178.0,1.5942384301732924,0.5869140672782874,-2.5969239551478083,-5.1190486,1.5149453,-2.086715
47179.0,1.2194824668705402,0.6035156371049949,-1.6892089704383282,-5.5112243,2.8490744,-1.877799
47179.0,0.7292480632008155,0.6076660550458716,-1.1201172273190623,-5.3695035,4.0292654,-1.3133597
47179.0,0.37524415902140673,0.5097656472986748,-1.0498046890927624,-4.7122126,4.860042,-0.48258337
47180.0,0.13623047910295616,0.38696289500509684,-1.0139161060142712,-3.9339707,5.4867897,0.3506365
47180.0,-0.10107422018348623,0.26318360856269113,-0.9411621304791029,-3.0579903,6.145302,1.131322
47180.0,-0.37109375127420996,0.18505860346585115,-0.8544921508664627,-2.149023,6.9626393,1.9792026
47180.0,-0.6337890927624872,0.12109375127420999,-0.7971191946992864,-1.0751225,7.8716063,2.814866
47181.0,-1.015869113149847,-0.06079101936799185,-0.8039551478083587,-0.00122173,8.741478,3.3964095
47181.0,-1.6193849133537206,-0.2934570336391437,-0.7883301325178389,0.81000704,9.409764,3.8386757
47182.0,-2.3623047910295614,-0.38256836901121305,-0.7612305198776759,1.5039496,9.706645,4.4813056
47182.0,-3.0681152905198776,-0.46313476044852186,-0.4973144750254842,2.4568992,9.481847,5.0555186
47182.0,-3.5151370030581037,-0.5529785219164117,-0.3505859327217125,3.163059,8.825778,5.064071
47182.0,-3.463379204892966,-0.6267090214067278,-0.2822265749235474,3.3475404,7.8801584,4.730539
47183.0,-2.8029786952089704,-0.6516113455657492,-0.06738281345565748,3.2290325,6.756167,4.525288
47183.0,-2.10693374108053,-0.713867227319062,0.04956054841997961,3.0848684,6.069555,4.2907157
