frame,accx_l,accy_l,accz_l,gyrox_l,gyroy_l,gyroz_l
22457.0,-1.032959021406728,0.1660156371049949,0.12426758409785933,-0.25411984,-0.061086502,-0.2809979
22457.0,-1.0615235474006115,0.10937500509683995,0.12646484199796124,-0.23212871,-0.021991141,-0.28588483
22457.0,-1.0778809378185523,0.07055664322120285,0.11450195718654434,-0.16737701,0.0036651902,-0.27488926
22457.0,-1.1015625891946992,0.0593261743119266,0.08642579001019367,-0.09651667,0.02321287,-0.26145023
22458.0,-1.126953109072375,0.11083984709480121,0.04614257900101937,-0.06963861,0.040317092,-0.2553416
22458.0,-1.1247558613659532,0.17724610601427115,0.046875,-0.11362089,0.0244346,-0.2651154
22458.0,-1.0895995922528032,0.2368164118246687,0.05883789602446483,-0.20158546,-0.0073303804,-0.2724458
22459.0,-1.078613353720693,0.25878907237512744,0.09155274209989807,-0.3335323,-0.03420844,-0.28710654
22459.0,-1.052490214067278,0.21948243628950048,0.09545899082568807,-0.44470972,-0.06475169,-0.28955
22459.0,-1.0832519877675841,0.1660156371049949,0.12377930682976554,-0.49846584,-0.07208207,-0.26267195
22459.0,-1.0895995922528032,0.1118164118246687,0.10449219164118247,-0.48136163,-0.08307764,-0.21746795
22460.0,-1.0791016309887869,0.03784179816513761,0.05908203160040774,-0.43249243,-0.07696899,-0.1954768
22460.0,-1.096923853211009,-0.004638672273190622,0.07104492660550459,-0.37629285,-0.036651902,-0.14905107
22460.0,-1.1511231396534147,0.04907226707441386,0.12841797145769623,-0.29443693,0.00855211,-0.10384705
22461.0,-1.166503975535168,0.13793945973496433,0.12963868501529052,-0.29199347,0.01343903,-0.12950338
22461.0,-1.1516114169215086,0.18212890927624872,0.12939453618756372,-0.39339706,0.01343903,-0.1869247
22461.0,-1.1262206931702345,0.18579101936799183,0.10131836289500509,-0.50579625,0.04153882,-0.25167638
22462.0,-1.1313477064220183,0.1467285219164118,0.11450195718654434,-0.5925391,0.07574726,-0.32253674
22462.0,-1.1303711518858308,0.10058594291539245,0.1699218858307849,-0.60842156,0.09896013,-0.3335323
22462.0,-1.1113281345565749,-0.005859375127420998,0.1550292966360856,-0.59986943,0.11362089,-0.3457496
22462.0,-1.1230468909276248,-0.1166992252803262,0.11767579001019368,-0.597426,0.13805549,-0.34697133
22463.0,-1.1118164627930682,-0.16308594291539244,0.10791015290519877,-0.51923525,0.14172068,-0.31154117
22463.0,-1.071777370030581,-0.1918945361875637,0.1252441488277268,-0.41783166,0.13561203,-0.28344136
22463.0,-1.0312500509683995,-0.18554688073394496,0.13159180428134556,-0.3249802,0.13439031,-0.26633716
22463.0,-0.9782715596330276,-0.15722656472986746,0.12646484199796124,-0.2638937,0.13072512,-0.25167638
22464.0,-0.9316406727828747,-0.14477539245667687,0.09545899082568807,-0.23335044,0.12461646,-0.24923292
22464.0,-0.9106445463812435,-0.1342773394495413,0.06909180428134556,-0.24678947,0.12950338,-0.22968525
22464.0,-0.9018554536187563,-0.16333008154943934,0.061279296636085626,-0.2883283,0.12705992,-0.2076941
22465.0,-0.9135743119266054,-0.22998047910295613,0.06201171865443424,-0.3408627,0.12461646,-0.17348567
22465.0,-0.9326172273190622,-0.32983399592252804,0.06201171865443424,-0.36285383,0.10506878,-0.13561203
22466.0,-0.9274903160040774,-0.3984375127420999,0.06982422018348623,-0.30665424,0.07696899,-0.08429937
22466.0,-0.8920899082568807,-0.3618164322120285,0.09790039245667685,-0.2076941,0.03176498,-0.05009093
22466.0,-0.8527832823649337,-0.23730468909276248,0.10424805300713556,-0.19303334,-0.0073303804,-0.03787363
